Phenotype	Column	Statistic	P-value
CK_DIF_RESP	Glarea lozoyensis	91.5	0.00012248100770987933
CK_DIF_RESP	Hymenochaete boddingii	91.5	0.00012248100770987933
CK_DIF_RESP	Leptosphaeria maculans	93.0	0.009312900043141606
CK_DIF_RESP	Marasmius tenuissimus	91.5	0.00012248100770987933
CK_DIF_RESP	Menegazzia subsimilis	93.0	0.009312900043141606
CK_DIF_RESP	Mensularia radiata	91.5	0.00012248100770987933
CK_DIF_RESP	Monilinia fructigena	91.5	0.00012248100770987933
CK_DIF_RESP	Monilinia laxa	91.5	0.00012248100770987933
CK_DIF_RESP	Mycosphaerella bixae	93.0	0.009312900043141606
CK_DIF_RESP	Otidea onotica	91.5	0.00012248100770987933
CK_DIF_RESP	Parateratosphaeria bellula	91.5	0.00012248100770987933
CK_DIF_RESP	Phyllozyma subbrunnea	93.0	0.009312900043141606
CK_DIF_RESP	Pinaceicola cordae	91.5	0.00012248100770987933
CK_DIF_RESP	Pithomyces chartarum	91.5	0.00012248100770987933
CK_DIF_RESP	Pleurotus ostreatus	91.5	0.00012248100770987933
CK_DIF_RESP	Pneumocystis murina	91.5	0.00012248100770987933
CK_DIF_RESP	Pseudocercospora cruenta	91.5	0.00012248100770987933
CK_DIF_RESP	Pseudocercospora fijiensis	91.5	0.00012248100770987933
CK_DIF_RESP	Pseudocercospora griseola	93.0	0.009312900043141606
CK_DIF_RESP	Pseudocercospora pallida	91.5	0.00012248100770987933
CK_DIF_RESP	Rutstroemia sp.	91.5	0.00012248100770987933
CK_DIF_RESP	Schizothyrium pomi	91.5	0.00012248100770987933
CK_DIF_RESP	Sclerotinia sclerotiorum	91.5	0.00012248100770987933
CK_DIF_RESP	Sydowia polyspora	93.0	0.009312900043141606
CK_DIF_RESP	Teratosphaeria toledana	91.5	0.00012248100770987933
CK_DIF_RESP	Tricholoma cingulatum	91.5	0.00012248100770987933
CK_DIF_RESP	Uwebraunia communis	91.5	0.00012248100770987933
CK_DIF_RESP	Propionibacterium virus PHL308M00	91.5	0.00012248100770987933
CK_DIARREIA	Acinetobacter bereziniae	208.0	0.001282051502344631
CK_DIARREIA	Malassezia sympodialis	208.0	0.001282051502344631
CK_DIARREIA	Phyllozyma subbrunnea	208.0	0.001282051502344631
CK_VOMITO	Capnobotryella renispora	286.0	0.004757204577912913
CK_VOMITO	Coniosporium apollinis	286.0	0.004757204577912913
CK_VOMITO	Fusarium solani	286.0	0.004757204577912913
CK_VOMITO	Fusarium vanettenii	286.0	0.004757204577912913
CK_VOMITO	Penicillium chrysogenum	286.0	0.004757204577912913
CK_VOMITO	Pseudocercospora luzardii	286.0	0.004757204577912913
CK_VOMITO	Propionibacterium virus Stormborn	286.0	0.004757204577912913
CK_CEFALEIA	Mitsuaria sp. 7	242.5	0.005901849676291338
CK_CEFALEIA	Moraxella catarrhalis	544.0	0.001958703817509629
CK_CEFALEIA	Novosphingobium sp. ES2-1	251.0	0.009691537306315029
CK_CEFALEIA	Novosphingobium sp. THN1	224.5	0.0022616407896093463
CK_CEFALEIA	Novosphingobium tardaugens	229.0	0.0037276001509222046
CK_ERUPCAO_CUT	Mycoplasma salivarium	1.0	5.521328981936076e-08
CK_ERUPCAO_CUT	Prevotella fusca	0.0	2.002317182868681e-08
CK_ERUPCAO_CUT	Prevotella intermedia	1.0	7.776084503401031e-06
CK_ERUPCAO_CUT	Prevotella melaninogenica	0.0	2.002317182868681e-08
CK_ERUPCAO_CUT	Prevotella oris	1.0	5.521328981936076e-08
CK_DOR_ABDOM	Corynebacterium accolens	147.5	0.0020515581015106404
CK_DOR_ABDOM	Corynebacterium camporealensis	122.0	0.0006809159460783159
CK_DOR_ABDOM	Corynebacterium doosanense	147.5	0.0020515581015106404
CK_DOR_ABDOM	Corynebacterium pseudotuberculosis	147.5	0.0020515581015106404
CK_DOR_ABDOM	Corynebacterium resistens	147.5	0.0020515581015106404
CK_DOR_ABDOM	Corynebacterium sp. PD7.7	147.5	0.0020515581015106404
CK_DOR_ABDOM	Coxiella burnetii	147.5	0.0020515581015106404
CK_DOR_ABDOM	Craurococcus roseus	147.5	0.0020515581015106404
CK_DOR_ABDOM	Dinoroseobacter shibae	147.5	0.0020515581015106404
CK_DOR_ABDOM	Dolosigranulum pigrum	61.0	0.000536239364108622
CK_DOR_ABDOM	Gemella haemolysans	147.5	0.0020515581015106404
CK_DOR_ABDOM	Ketogulonicigenium vulgare	147.5	0.0020515581015106404
CK_DOR_ABDOM	Leptolyngbya sp. WR9	147.5	0.0020515581015106404
CK_DOR_ABDOM	Methylobacterium iners	147.5	0.0020515581015106404
CK_DOR_ABDOM	Porphyromonas asaccharolytica	147.5	0.0020515581015106404
CK_DOR_ABDOM	Porphyromonas endodontalis	147.5	0.0020515581015106404
CK_DOR_ABDOM	Porphyromonas gingivalis	147.5	0.0020515581015106404
CK_DOR_ABDOM	Prevotella denticola	147.5	0.0020515581015106404
CK_DOR_ABDOM	Prevotella enoeca	147.5	0.0020515581015106404
CK_DOR_ABDOM	Prevotella ruminicola	147.5	0.0020515581015106404
CK_DOR_ABDOM	Rickettsiella sp. 5-186-2	147.5	0.0020515581015106404
CK_DOR_ABDOM	Tannerella forsythia	147.5	0.0020515581015106404
CK_DOR_ABDOM	uncultured Prevotella sp.	147.5	0.0020515581015106404
CK_DOR_ABDOM	Albugo laibachii	147.5	0.0020515581015106404
CK_DOR_ABDOM	Amycosphaerella africana	147.5	0.0020515581015106404
CK_DOR_ABDOM	Bankera fuligineoalba	147.5	0.0020515581015106404
CK_DOR_ABDOM	Ceratiomyxa fruticulosa	147.5	0.0020515581015106404
CK_DOR_ABDOM	Colacogloea eucalyptica	147.5	0.0020515581015106404
CK_DOR_ABDOM	Didymella pinodella	147.5	0.0020515581015106404
CK_DOR_ABDOM	Eraphthora butleri	147.5	0.0020515581015106404
CK_DOR_ABDOM	Lactarius vellereus	147.5	0.0020515581015106404
CK_DOR_ABDOM	Leucosporidium sp. AY30	147.5	0.0020515581015106404
CK_DOR_ABDOM	Lyomyces sp. JC-2020a	147.5	0.0020515581015106404
CK_DOR_ABDOM	Neovaginatispora fuckelii	147.5	0.0020515581015106404
CK_DOR_ABDOM	Nigrograna mackinnonii	147.5	0.0020515581015106404
CK_DOR_ABDOM	Orbilia flavidorosella	147.5	0.0020515581015106404
CK_DOR_ABDOM	Orbilia sp.	147.5	0.0020515581015106404
CK_DOR_ABDOM	Phaeococcomyces rothmanniae	147.5	0.0020515581015106404
CK_DOR_ABDOM	Pseudomicrostroma juglandis	147.5	0.0020515581015106404
CK_DOR_ABDOM	Sympodiomycopsis kandeliae	147.5	0.0020515581015106404
CK_DOR_ABDOM	Sympoventuria africana	147.5	0.0020515581015106404
CK_DOR_ABDOM	Trematosphaeria pertusa	147.5	0.0020515581015106404
CK_DOR_ABDOM	Tricholoma squarrulosum	147.5	0.0020515581015106404
CK_DOR_ABDOM	Rhinovirus B	147.5	0.0020515581015106404
CK_DOR_ABDOM	Cutibacterium phage PAVL33	147.5	0.0020515581015106404
CK_DOR_ABDOM	Propionibacterium phage Cota	147.5	0.0020515581015106404
CK_DOR_ABDOM	Propionibacterium phage DrParker	147.5	0.0020515581015106404
CK_DOR_ABDOM	Propionibacterium phage Moyashi	147.5	0.0020515581015106404
CK_DOR_ABDOM	Propionibacterium phage PHL030N00	147.5	0.0020515581015106404
CK_DOR_ABDOM	Propionibacterium phage PacnesP1	147.5	0.0020515581015106404
CK_DOR_ABDOM	Propionibacterium phage PacnesP2	147.5	0.0020515581015106404
CK_DOR_ABDOM	Propionibacterium phage Supernova	147.5	0.0020515581015106404
CK_DOR_ABDOM	Propionibacterium virus P1001	147.5	0.0020515581015106404
CK_DOR_ABDOM	Propionibacterium virus P100A	147.5	0.0020515581015106404
CK_DOR_ABDOM	Propionibacterium virus PHL113M01	147.5	0.0020515581015106404
CK_DOR_ABDOM	Propionibacterium virus PHL132N00	147.5	0.0020515581015106404
CK_DOR_ABDOM	Propionibacterium virus PHL194M00	147.5	0.0020515581015106404
CK_DOR_ABDOM	Propionibacterium virus Stormborn	118.0	9.364551672894745e-06
CK_DOR_OSTEOMUSC	Acinetobacter sp. WCHAc010052	62.0	7.72247317720937e-06
CK_DOR_OSTEOMUSC	Aquaspirillum sp. LM1	63.0	0.0020505371299732993
CK_DOR_OSTEOMUSC	Bacillus cereus	62.0	7.72247317720937e-06
CK_DOR_OSTEOMUSC	Cellvibrio sp. KY-GH-1	62.0	7.72247317720937e-06
CK_DOR_OSTEOMUSC	Corynebacterium ammoniagenes	62.0	7.72247317720937e-06
CK_DOR_OSTEOMUSC	Corynebacterium casei	64.0	0.0028984151917806635
CK_DOR_OSTEOMUSC	Corynebacterium efficiens	62.0	7.72247317720937e-06
CK_DOR_OSTEOMUSC	Corynebacterium endometrii	62.0	7.72247317720937e-06
CK_DOR_OSTEOMUSC	Corynebacterium glutamicum	62.0	7.72247317720937e-06
CK_DOR_OSTEOMUSC	Corynebacterium halotolerans	62.0	7.72247317720937e-06
CK_DOR_OSTEOMUSC	Corynebacterium mycetoides	62.0	7.72247317720937e-06
CK_DOR_OSTEOMUSC	Corynebacterium pseudodiphtheriticum	62.0	7.72247317720937e-06
CK_DOR_OSTEOMUSC	Corynebacterium renale	62.0	7.72247317720937e-06
CK_DOR_OSTEOMUSC	Corynebacterium sp. 2183	62.0	7.72247317720937e-06
CK_DOR_OSTEOMUSC	Corynebacterium sp. Marseille-Q3630	63.0	0.0020505371299732993
CK_DOR_OSTEOMUSC	Corynebacterium sp. zg-917	62.0	7.72247317720937e-06
CK_DOR_OSTEOMUSC	Corynebacterium stationis	62.0	7.72247317720937e-06
CK_DOR_OSTEOMUSC	Corynebacterium testudinoris	62.0	7.72247317720937e-06
CK_DOR_OSTEOMUSC	Corynebacterium ulcerans	62.0	7.72247317720937e-06
CK_DOR_OSTEOMUSC	Friedmanniella luteola	64.0	0.0028984151917806635
CK_DOR_OSTEOMUSC	Gemmata obscuriglobus	63.0	0.0020505371299732993
CK_DOR_OSTEOMUSC	Leuconostoc mesenteroides	62.0	7.72247317720937e-06
CK_DOR_OSTEOMUSC	Massilia sp. 4114	62.0	7.72247317720937e-06
CK_DOR_OSTEOMUSC	Massilia sp. Se16.2.3	62.0	7.72247317720937e-06
CK_DOR_OSTEOMUSC	Microbacterium sp. Se63.02b	62.0	7.72247317720937e-06
CK_DOR_OSTEOMUSC	Nocardioides ginkgobilobae	62.0	7.72247317720937e-06
CK_DOR_OSTEOMUSC	Nocardioides marinisabuli	62.0	7.72247317720937e-06
CK_DOR_OSTEOMUSC	Pantoea agglomerans	62.0	7.72247317720937e-06
CK_DOR_OSTEOMUSC	Pantoea sp. SO10	62.0	7.72247317720937e-06
CK_DOR_OSTEOMUSC	Patulibacter medicamentivorans	62.0	7.72247317720937e-06
CK_DOR_OSTEOMUSC	Pectobacterium brasiliense	62.0	7.72247317720937e-06
CK_DOR_OSTEOMUSC	Propioniciclava sp. HDW11	63.0	0.0020505371299732993
CK_DOR_OSTEOMUSC	Sandaracinus amylolyticus	63.0	0.0020505371299732993
CK_DOR_OSTEOMUSC	Serinicoccus marinus	62.0	7.72247317720937e-06
CK_DOR_OSTEOMUSC	Stenotrophomonas rhizophila	62.0	7.72247317720937e-06
CK_DOR_OSTEOMUSC	Streptococcus salivarius	62.0	7.72247317720937e-06
CK_DOR_OSTEOMUSC	Capnobotryella renispora	64.0	0.0028984151917806635
CK_DOR_OSTEOMUSC	Ceratiomyxa fruticulosa	62.0	7.72247317720937e-06
CK_DOR_OSTEOMUSC	Conioscypha varia	62.0	7.72247317720937e-06
CK_DOR_OSTEOMUSC	Devriesia sp. ZWY-2014b	62.0	7.72247317720937e-06
CK_DOR_OSTEOMUSC	Encoelia furfuracea	62.0	7.72247317720937e-06
CK_DOR_OSTEOMUSC	Eraphthora butleri	62.0	7.72247317720937e-06
CK_DOR_OSTEOMUSC	Exidia recisa	64.0	0.0028984151917806635
CK_DOR_OSTEOMUSC	Fomitopsis betulina	62.0	7.72247317720937e-06
CK_DOR_OSTEOMUSC	Fusarium coffeatum	62.0	7.72247317720937e-06
CK_DOR_OSTEOMUSC	Fuscoporia contigua	63.0	0.0020505371299732993
CK_DOR_OSTEOMUSC	Gregarithecium sp. DQD-2016a	62.0	7.72247317720937e-06
CK_DOR_OSTEOMUSC	Leucosporidium scottii	62.0	7.72247317720937e-06
CK_DOR_OSTEOMUSC	Menegazzia subsimilis	64.0	0.0028984151917806635
CK_DOR_OSTEOMUSC	Mycena arcangeliana	62.0	7.72247317720937e-06
CK_DOR_OSTEOMUSC	Mycena sp. 1 GMB-2014	62.0	7.72247317720937e-06
CK_DOR_OSTEOMUSC	Myrmecridium schulzeri	62.0	7.72247317720937e-06
CK_DOR_OSTEOMUSC	Ochroconis cordanae	62.0	7.72247317720937e-06
CK_DOR_OSTEOMUSC	Orbilia xanthostigma	62.0	7.72247317720937e-06
CK_DOR_OSTEOMUSC	Paramicrothyrium chinensis	62.0	7.72247317720937e-06
CK_DOR_OSTEOMUSC	Penicillium chrysogenum	63.0	0.0020505371299732993
CK_DOR_OSTEOMUSC	Penicillium sp. G418	62.0	7.72247317720937e-06
CK_DOR_OSTEOMUSC	Physisporinus sanguinolentus	63.0	0.0020505371299732993
CK_DOR_OSTEOMUSC	Podospora anserina	62.0	7.72247317720937e-06
CK_DOR_OSTEOMUSC	Schizopora paradoxa	62.0	7.72247317720937e-06
CK_DOR_OSTEOMUSC	Sordaria macrospora	62.0	7.72247317720937e-06
CK_DOR_OSTEOMUSC	Trichoderma reesei	62.0	7.72247317720937e-06
CK_DOR_OSTEOMUSC	Verruconis panacis	62.0	7.72247317720937e-06
CK_DOR_OSTEOMUSC	Xylochrysis lucida	62.0	7.72247317720937e-06
CK_DOR_OSTEOMUSC	Zasmidium cellare	63.0	0.0020505371299732993
CK_DOR_OSTEOMUSC	Penicillium chrysogenum virus	62.0	7.72247317720937e-06
CK_DOR_OSTEOMUSC	Cutibacterium phage PAVL33	62.0	7.72247317720937e-06
CK_DOR_OSTEOMUSC	Propionibacterium phage Cota	62.0	7.72247317720937e-06
CK_DOR_OSTEOMUSC	Propionibacterium phage Moyashi	62.0	7.72247317720937e-06
CK_DOR_OSTEOMUSC	Propionibacterium phage Supernova	62.0	7.72247317720937e-06
CK_DOR_OSTEOMUSC	Propionibacterium virus PHL194M00	62.0	7.72247317720937e-06
CK_OUTROS	Corynebacterium ammoniagenes	120.0	0.0006583371695572323
CK_OUTROS	Corynebacterium camporealensis	92.5	0.00011360664010600215
CK_OUTROS	Corynebacterium efficiens	120.0	0.0006583371695572323
CK_OUTROS	Corynebacterium endometrii	120.0	0.0006583371695572323
CK_OUTROS	Corynebacterium glutamicum	120.0	0.0006583371695572323
CK_OUTROS	Corynebacterium halotolerans	120.0	0.0006583371695572323
CK_OUTROS	Corynebacterium jeikeium	91.5	8.592689192713567e-05
CK_OUTROS	Corynebacterium mycetoides	120.0	0.0006583371695572323
CK_OUTROS	Corynebacterium pseudodiphtheriticum	120.0	0.0006583371695572323
CK_OUTROS	Corynebacterium renale	120.0	0.0006583371695572323
CK_OUTROS	Corynebacterium sp. 2183	120.0	0.0006583371695572323
CK_OUTROS	Corynebacterium sp. PD7.7	120.0	0.0006583371695572323
CK_OUTROS	Corynebacterium stationis	120.0	0.0006583371695572323
CK_OUTROS	Corynebacterium testudinoris	120.0	0.0006583371695572323
CK_OUTROS	Corynebacterium ulcerans	120.0	0.0006583371695572323
CK_OUTROS	Amycosphaerella africana	120.0	0.0006583371695572323
CK_OUTROS	Ceratiomyxa fruticulosa	120.0	0.0006583371695572323
CK_OUTROS	Eraphthora butleri	120.0	0.0006583371695572323
CK_OUTROS	Trichoderma reesei	120.0	0.0006583371695572323
CK_OUTROS	Rhinovirus B	120.0	0.0006583371695572323
CK_OUTROS	Cutibacterium phage PAVL33	120.0	0.0006583371695572323
CK_OUTROS	Propionibacterium phage Cota	120.0	0.0006583371695572323
CK_OUTROS	Propionibacterium phage DrParker	120.0	0.0006583371695572323
CK_OUTROS	Propionibacterium phage Moyashi	120.0	0.0006583371695572323
CK_OUTROS	Propionibacterium phage PAC9	120.0	0.0006583371695572323
CK_OUTROS	Propionibacterium phage Supernova	120.0	0.0006583371695572323
CK_OUTROS	Propionibacterium virus P1001	120.0	0.0006583371695572323
CK_OUTROS	Propionibacterium virus PHL194M00	120.0	0.0006583371695572323
CK_OUTROS	Propionibacterium virus PHL301M00	93.5	0.0001495496191564478
CK_FRAQUEZA	Pantoea rwandensis	306.0	0.007069696192295672
CK_FRAQUEZA	Paracoccus sp. AK26	286.0	0.006917421686765251
CK_FRAQUEZA	Sandaracinus amylolyticus	306.0	0.007069696192295672
CK_FRAQUEZA	Exidia recisa	306.0	0.007069696192295672
CK_FRAQUEZA	Hannaella oryzae	306.0	0.007069696192295672
CK_FRAQUEZA	Phoma sp. 1 OB-2014	306.0	0.007069696192295672
CK_FRAQUEZA	Physisporinus sanguinolentus	306.0	0.007069696192295672
CK_FRAQUEZA	Pseudocyphellaria aurata	306.0	0.007069696192295672
CK_FRAQUEZA	Tropicoporus linteus	286.0	0.006917421686765251
CK_FRAQUEZA	Propionibacterium virus PAS50	306.0	0.007069696192295672
CK_FRAQUEZA	Propionibacterium virus PHL111M01	306.0	0.007069696192295672
CK_FRAQUEZA	Propionibacterium virus PHL179M00	306.0	0.007069696192295672
CK_DOEN_CARDIO	Acidovorax sp. 1608163	147.5	0.0020515581015106404
CK_DOEN_CARDIO	Aureimonas altamirensis	147.5	0.0020515581015106404
CK_DOEN_CARDIO	Byssovorax cruenta	147.5	0.0020515581015106404
CK_DOEN_CARDIO	Chroococcidiopsis thermalis	147.5	0.0020515581015106404
CK_DOEN_CARDIO	Corynebacterium lactis	147.5	0.0020515581015106404
CK_DOEN_CARDIO	Corynebacterium propinquum	147.5	0.0020515581015106404
CK_DOEN_CARDIO	Corynebacterium sp. ZJ-599	147.5	0.0020515581015106404
CK_DOEN_CARDIO	Deinococcus puniceus	123.0	0.003605727751588813
CK_DOEN_CARDIO	Deinococcus rufus	118.0	9.364551672894745e-06
CK_DOEN_CARDIO	Epilithonimonas vandammei	147.5	0.0020515581015106404
CK_DOEN_CARDIO	Geodermatophilus obscurus	147.5	0.0020515581015106404
CK_DOEN_CARDIO	Hymenobacter sedentarius	147.5	0.0020515581015106404
CK_DOEN_CARDIO	Kocuria sp. KD4	147.5	0.0020515581015106404
CK_DOEN_CARDIO	Massilia oculi	147.5	0.0020515581015106404
CK_DOEN_CARDIO	Methylobacterium sp. WL1	147.5	0.0020515581015106404
CK_DOEN_CARDIO	Nostoc punctiforme	118.0	9.364551672894745e-06
CK_DOEN_CARDIO	Novosphingobium aromaticivorans	34.0	0.0005324202202315061
CK_DOEN_CARDIO	Novosphingobium resinovorum	42.0	5.542904141697528e-05
CK_DOEN_CARDIO	Novosphingobium sp. ABRDHK2	48.0	0.0028936479929735806
CK_DOEN_CARDIO	Novosphingobium sp. ES2-1	34.0	0.000349075152729584
CK_DOEN_CARDIO	Novosphingobium sp. THN1	32.0	0.0002515383800922356
CK_DOEN_CARDIO	Novosphingobium tardaugens	30.0	0.00030147639434591894
CK_DOEN_CARDIO	Pantoea vagans	147.5	0.0020515581015106404
CK_DOEN_CARDIO	Pseudomonas parafulva	147.5	0.0020515581015106404
CK_DOEN_CARDIO	Sphingobium hydrophobicum	36.0	0.0006917419559758432
CK_DOEN_CARDIO	Sphingobium yanoikuyae	47.0	0.0022166846597449484
CK_DOEN_CARDIO	Sphingomonas melonis	41.0	0.0012960470354522113
CK_DOEN_CARDIO	Sphingomonas paucimobilis	33.0	0.000486284156934603
CK_DOEN_CARDIO	Streptomyces sp. ICC4	147.5	0.0020515581015106404
CK_DOEN_CARDIO	Annulohypoxylon stygium	147.5	0.0020515581015106404
CK_DOEN_CARDIO	Asterostroma andinum	147.5	0.0020515581015106404
CK_DOEN_CARDIO	Beauveria bassiana	147.5	0.0020515581015106404
CK_DOEN_CARDIO	Cladosporium langeronii	147.5	0.0020515581015106404
CK_DOEN_CARDIO	Colletotrichum nymphaeae	147.5	0.0020515581015106404
CK_DOEN_CARDIO	Fuscoporia callimorpha	147.5	0.0020515581015106404
CK_DOEN_CARDIO	Gymnopus sp.	147.5	0.0020515581015106404
CK_DOEN_CARDIO	Hannaella sinensis	147.5	0.0020515581015106404
CK_DOEN_CARDIO	Hymenotorrendiella eucalypti	147.5	0.0020515581015106404
CK_DOEN_CARDIO	Idriella lunata	147.5	0.0020515581015106404
CK_DOEN_CARDIO	Laccaria bicolor	147.5	0.0020515581015106404
CK_DOEN_CARDIO	Lecanicillium fungicola	147.5	0.0020515581015106404
CK_DOEN_CARDIO	Lecanicillium fusisporum	147.5	0.0020515581015106404
CK_DOEN_CARDIO	Lecanicillium sp. ZZ-2018a	147.5	0.0020515581015106404
CK_DOEN_CARDIO	Licea variabilis	147.5	0.0020515581015106404
CK_DOEN_CARDIO	Malassezia obtusa	147.5	0.0020515581015106404
CK_DOEN_CARDIO	Peniophora proxima	147.5	0.0020515581015106404
CK_DOEN_CARDIO	Pestalotiopsis sp. YN-6	147.5	0.0020515581015106404
CK_DOEN_CARDIO	Resinicium bicolor	147.5	0.0020515581015106404
CK_DOEN_CARDIO	Rhizoplaca subdiscrepans	147.5	0.0020515581015106404
CK_DOEN_CARDIO	Samsoniella hepiali	147.5	0.0020515581015106404
CK_DOEN_CARDIO	Sclerencoelia fascicularis	147.5	0.0020515581015106404
CK_DOEN_CARDIO	Stagonosporopsis cucurbitacearum	147.5	0.0020515581015106404
CK_DOEN_CARDIO	Superstratomyces albomucosus	147.5	0.0020515581015106404
CK_DOEN_CARDIO	Trechispora farinacea	147.5	0.0020515581015106404
CK_DOEN_CARDIO	Zasmidium anthuriicola	147.5	0.0020515581015106404
CK_DOEN_NEURO	Corynebacterium aurimucosum	4.0	0.0015130199357107582
CK_DOEN_NEURO	Corynebacterium camporealensis	1.0	7.776084503401031e-06
CK_DOEN_NEURO	Corynebacterium casei	0.0	2.002317182868681e-08
CK_DOEN_NEURO	Corynebacterium minutissimum	2.0	1.5276777290106792e-05
CK_DOEN_NEURO	Corynebacterium singulare	2.0	1.5276777290106792e-05
CK_DOEN_NEURO	Corynebacterium sp. Marseille-Q3630	1.0	5.521328981936076e-08
CK_DOEN_NEURO	Chrysoporthe sp. MAF-2017a	1.0	9.51393719082688e-05
CK_DOEN_NEURO	Phlebiopsis crassa	2.0	1.5276777290106792e-05
CK_DOEN_NEURO	Stenocarpella maydis	4.0	0.0015130199357107582
CK_Neoplasia_sólida_ou_hematologica	Acidibrevibacterium fodinaquatile	0.0	0.0008277921177933853
CK_Neoplasia_sólida_ou_hematologica	Deinococcus puniceus	0.0	5.56296481466168e-05
CK_Neoplasia_sólida_ou_hematologica	Deinococcus rufus	0.0	2.002317182868681e-08
CK_Neoplasia_sólida_ou_hematologica	Deinococcus sp. NW-56	1.0	7.776084503401031e-06
CK_DIABETES	Acidovorax sp. 1608163	147.5	0.0020515581015106404
