Phenotype	Column	Statistic	P-value
CK_TOSSE	Betacoronavirus 1	496.0	0.16711609563899077
CK_TOSSE	Primate bocaparvovirus 1	544.5	0.3247557654026184
CK_TOSSE	Rhinovirus B	512.0	0.3401043685615802
CK_TOSSE	Rotavirus A	495.0	0.30594346149420515
CK_TOSSE	Totivirus sp.	528.0	1.0
CK_DOR_GARG	Acinetobacter dispersus	532.0	0.24804026514786126
CK_DOR_GARG	Acinetobacter johnsonii	493.0	0.6052150350360108
CK_DOR_GARG	Corynebacterium aurimucosum	507.5	0.8854616568562007
CK_DOR_GARG	Corynebacterium segmentosum	392.0	0.09595246322072286
CK_DOR_GARG	Cutibacterium acnes	561.0	0.5271310684934305
CK_DOR_GARG	Dolosigranulum pigrum	479.0	0.5553164091471161
CK_DOR_GARG	Eikenella corrodens	499.5	0.4169593730509694
CK_DOR_GARG	Haemophilus influenzae	536.5	0.39972073885960213
CK_DOR_GARG	Moraxella catarrhalis	483.5	0.5545177051647501
CK_DOR_GARG	Prevotella intermedia	504.0	0.7556346773551115
CK_DOR_GARG	Pseudomonas putida	546.5	0.4142986967443554
CK_DOR_GARG	Staphylococcus aureus	539.0	0.7094776777495366
CK_DOR_GARG	Staphylococcus epidermidis	462.0	0.47649595683040946
CK_DOR_GARG	Streptococcus pneumoniae	506.0	0.81188849401854
CK_DOR_GARG	Aspergillus felis	499.5	0.4169593730509694
CK_DOR_GARG	Aspergillus flavus	518.0	0.8413038153644476
CK_DOR_GARG	Aspergillus penicillioides	486.0	0.238354852682096
CK_DOR_GARG	Cladosporium herbarum	551.0	0.09520655599197136
CK_DOR_GARG	Cryptococcus neoformans	538.5	0.3600090095633679
CK_DOR_GARG	Exophiala xenobiotica	590.0	0.11898976889826712
CK_DOR_GARG	Fusarium solani	551.0	0.09520655599197136
CK_DOR_GARG	Fuscoporia contigua	486.0	0.238354852682096
CK_DOR_GARG	Malassezia restricta	482.0	0.682035721351074
CK_DOR_GARG	Pneumocystis murina	499.5	0.4169593730509694
CK_DOR_GARG	Schizophyllum commune	519.0	0.8066727024988826
CK_DOR_GARG	Betacoronavirus 1	518.0	0.8413038153644476
CK_DOR_GARG	Primate bocaparvovirus 1	499.5	0.4169593730509694
CK_DOR_GARG	Rhinovirus B	499.5	0.4169593730509694
CK_DOR_GARG	Rotavirus A	523.0	0.7614328808272052
CK_DOR_GARG	Totivirus sp.	519.0	0.8066727024988826
CK_DIF_RESP	Acinetobacter dispersus	124.0	0.8476988728776779
CK_DIF_RESP	Acinetobacter johnsonii	134.0	0.5318939158140311
CK_DIF_RESP	Corynebacterium aurimucosum	132.0	0.574638820119993
CK_DIF_RESP	Corynebacterium segmentosum	53.0	0.052302152542355686
CK_DIF_RESP	Cutibacterium acnes	164.5	0.25153763877284274
CK_DIF_RESP	Dolosigranulum pigrum	49.0	0.008857774536321293
CK_DIF_RESP	Eikenella corrodens	91.5	0.00012248100770987933
CK_DIF_RESP	Haemophilus influenzae	128.0	0.679650090462675
CK_DIF_RESP	Moraxella catarrhalis	83.0	0.10763585467910824
CK_DIF_RESP	Prevotella intermedia	96.5	0.06051768290363692
CK_DIF_RESP	Pseudomonas putida	70.0	0.008989320706860992
CK_DIF_RESP	Staphylococcus aureus	126.0	0.9164887588429536
CK_DIF_RESP	Staphylococcus epidermidis	100.0	0.5342386943981866
CK_DIF_RESP	Streptococcus pneumoniae	128.0	0.679650090462675
CK_DIF_RESP	Aspergillus felis	91.5	0.00012248100770987933
CK_DIF_RESP	Aspergillus flavus	126.0	0.7494678677008684
CK_DIF_RESP	Aspergillus penicillioides	94.0	0.01210362450978529
CK_DIF_RESP	Cladosporium herbarum	126.0	0.7494678677008684
CK_DIF_RESP	Cryptococcus neoformans	128.0	0.679650090462675
CK_DIF_RESP	Exophiala xenobiotica	88.0	0.1615249025070563
CK_DIF_RESP	Fusarium solani	126.0	0.7494678677008684
CK_DIF_RESP	Fuscoporia contigua	94.0	0.01210362450978529
CK_DIF_RESP	Malassezia restricta	98.0	0.5174444134433216
CK_DIF_RESP	Pneumocystis murina	91.5	0.00012248100770987933
CK_DIF_RESP	Schizophyllum commune	94.0	0.01210362450978529
CK_DIF_RESP	Betacoronavirus 1	126.0	0.7494678677008684
CK_DIF_RESP	Primate bocaparvovirus 1	124.0	0.8476988728776779
CK_DIF_RESP	Rhinovirus B	124.0	0.8476988728776779
CK_DIF_RESP	Rotavirus A	130.0	0.6230774614982005
CK_DIF_RESP	Totivirus sp.	126.0	0.7494678677008684
CK_DIARREIA	Acinetobacter dispersus	234.0	0.025319171491001782
CK_DIARREIA	Acinetobacter johnsonii	232.0	0.3049133015365042
CK_DIARREIA	Corynebacterium aurimucosum	224.0	0.15019993915074575
CK_DIARREIA	Corynebacterium segmentosum	232.0	0.5826799875327278
CK_DIARREIA	Cutibacterium acnes	311.0	0.33376057726849995
CK_DIARREIA	Dolosigranulum pigrum	198.0	0.10791147442782183
CK_DIARREIA	Haemophilus influenzae	275.0	0.4554831736852628
CK_DIARREIA	Moraxella catarrhalis	282.5	0.5108525319598758
CK_DIARREIA	Prevotella intermedia	245.0	0.4554831736852628
CK_DIARREIA	Pseudomonas putida	260.5	1.0
CK_DIARREIA	Staphylococcus aureus	244.0	0.7454777607682339
CK_DIARREIA	Staphylococcus epidermidis	246.5	0.79161896047928
CK_DIARREIA	Streptococcus pneumoniae	275.0	0.4554831736852628
CK_DIARREIA	Aspergillus flavus	270.0	0.5525291155568288
CK_DIARREIA	Aspergillus penicillioides	265.0	0.6930819368648844
CK_DIARREIA	Cladosporium herbarum	238.5	0.189184148354817
CK_DIARREIA	Cryptococcus neoformans	275.0	0.4554831736852628
CK_DIARREIA	Exophiala xenobiotica	186.0	0.028043037117660354
CK_DIARREIA	Fusarium solani	238.5	0.189184148354817
CK_DIARREIA	Fuscoporia contigua	265.0	0.6930819368648844
CK_DIARREIA	Malassezia restricta	251.0	0.869432856248905
CK_DIARREIA	Schizophyllum commune	265.0	0.6930819368648844
CK_DIARREIA	Betacoronavirus 1	239.5	0.21112688599304585
CK_DIARREIA	Primate bocaparvovirus 1	265.0	0.6930819368648844
CK_DIARREIA	Rhinovirus B	265.0	0.6930819368648844
CK_DIARREIA	Rotavirus A	248.5	0.6210544566624566
CK_DIARREIA	Totivirus sp.	238.5	0.189184148354817
CK_VOMITO	Acinetobacter dispersus	344.5	0.6444123337698114
CK_VOMITO	Acinetobacter johnsonii	315.0	0.4624625631349635
CK_VOMITO	Corynebacterium aurimucosum	339.0	0.9858411394705731
CK_VOMITO	Corynebacterium segmentosum	345.0	0.9119065127501351
CK_VOMITO	Cutibacterium acnes	252.0	0.1608083837086386
CK_VOMITO	Dolosigranulum pigrum	343.0	0.9222441883830039
CK_VOMITO	Eikenella corrodens	344.5	0.6444123337698114
CK_VOMITO	Haemophilus influenzae	357.5	0.391423834396437
CK_VOMITO	Moraxella catarrhalis	409.5	0.07465328499579373
CK_VOMITO	Prevotella intermedia	325.0	0.572862449157764
CK_VOMITO	Pseudomonas putida	352.0	0.6807560089605544
CK_VOMITO	Staphylococcus aureus	383.0	0.4231517584376273
CK_VOMITO	Staphylococcus epidermidis	342.0	0.9515271082907738
CK_VOMITO	Streptococcus pneumoniae	325.0	0.572862449157764
CK_VOMITO	Aspergillus felis	344.5	0.6444123337698114
CK_VOMITO	Aspergillus flavus	318.0	0.28510821516034146
CK_VOMITO	Aspergillus penicillioides	351.0	0.4932167285042546
CK_VOMITO	Cladosporium herbarum	318.0	0.28510821516034146
CK_VOMITO	Cryptococcus neoformans	357.5	0.391423834396437
CK_VOMITO	Exophiala xenobiotica	342.5	0.920004913766813
CK_VOMITO	Fusarium solani	286.0	0.004757204577912913
CK_VOMITO	Fuscoporia contigua	318.0	0.28510821516034146
CK_VOMITO	Malassezia restricta	435.0	0.1102863220091967
CK_VOMITO	Pneumocystis murina	344.5	0.6444123337698114
CK_VOMITO	Schizophyllum commune	351.0	0.4932167285042546
CK_VOMITO	Betacoronavirus 1	351.0	0.4932167285042546
CK_VOMITO	Primate bocaparvovirus 1	344.5	0.6444123337698114
CK_VOMITO	Rhinovirus B	312.0	0.04981624291531539
CK_VOMITO	Rotavirus A	364.0	0.3153958500220104
CK_VOMITO	Totivirus sp.	351.0	0.4932167285042546
CK_CEFALEIA	Acinetobacter dispersus	399.5	0.5754030229127536
CK_CEFALEIA	Acinetobacter johnsonii	357.0	0.13333378152184625
CK_CEFALEIA	Corynebacterium aurimucosum	365.5	0.1748420295951384
CK_CEFALEIA	Corynebacterium segmentosum	278.0	0.04483519665729501
CK_CEFALEIA	Cutibacterium acnes	473.5	0.3318654035563938
CK_CEFALEIA	Dolosigranulum pigrum	391.0	0.7446150811193553
CK_CEFALEIA	Eikenella corrodens	399.5	0.5754030229127536
CK_CEFALEIA	Haemophilus influenzae	414.0	0.8213515000723207
CK_CEFALEIA	Moraxella catarrhalis	544.0	0.001958703817509629
CK_CEFALEIA	Prevotella intermedia	416.0	0.7581442013382848
CK_CEFALEIA	Pseudomonas putida	348.5	0.10171271918148068
CK_CEFALEIA	Staphylococcus aureus	413.0	0.9412319519638856
CK_CEFALEIA	Staphylococcus epidermidis	378.0	0.6409676559313395
CK_CEFALEIA	Streptococcus pneumoniae	416.0	0.7581442013382848
CK_CEFALEIA	Aspergillus felis	399.5	0.5754030229127536
CK_CEFALEIA	Aspergillus flavus	391.0	0.41037789567425786
CK_CEFALEIA	Aspergillus penicillioides	391.0	0.41037789567425786
CK_CEFALEIA	Cladosporium herbarum	391.0	0.41037789567425786
CK_CEFALEIA	Cryptococcus neoformans	416.0	0.7581442013382848
CK_CEFALEIA	Exophiala xenobiotica	314.5	0.033568212309972714
CK_CEFALEIA	Fusarium solani	391.0	0.41037789567425786
CK_CEFALEIA	Fuscoporia contigua	391.0	0.41037789567425786
CK_CEFALEIA	Malassezia restricta	322.0	0.19781722690741166
CK_CEFALEIA	Pneumocystis murina	399.5	0.5754030229127536
CK_CEFALEIA	Schizophyllum commune	391.0	0.41037789567425786
CK_CEFALEIA	Betacoronavirus 1	391.0	0.41037789567425786
CK_CEFALEIA	Primate bocaparvovirus 1	432.0	0.0999019621721585
CK_CEFALEIA	Rhinovirus B	399.5	0.5754030229127536
CK_CEFALEIA	Rotavirus A	374.0	0.2299570413799863
CK_CEFALEIA	Totivirus sp.	423.0	0.46940746131453803
CK_CORIZA	Acinetobacter dispersus	504.0	0.40155394658395016
CK_CORIZA	Acinetobacter johnsonii	464.0	0.15814341553422717
CK_CORIZA	Corynebacterium aurimucosum	510.0	0.8297451982084305
CK_CORIZA	Corynebacterium segmentosum	539.0	0.7780560878557096
CK_CORIZA	Cutibacterium acnes	617.0	0.1918806155268835
CK_CORIZA	Dolosigranulum pigrum	581.0	0.2734848089980153
CK_CORIZA	Eikenella corrodens	536.5	0.26336819964093316
CK_CORIZA	Haemophilus influenzae	508.5	0.7429638173215187
CK_CORIZA	Moraxella catarrhalis	498.0	0.6924911313423562
CK_CORIZA	Prevotella intermedia	573.5	0.04506760604684991
CK_CORIZA	Pseudomonas putida	486.0	0.4380588101348438
CK_CORIZA	Staphylococcus aureus	504.5	0.8500830318824042
CK_CORIZA	Staphylococcus epidermidis	507.0	0.8828849909059594
CK_CORIZA	Streptococcus pneumoniae	476.0	0.1305017151439287
CK_CORIZA	Aspergillus felis	536.5	0.26336819964093316
CK_CORIZA	Aspergillus flavus	523.0	0.8420614488683297
CK_CORIZA	Aspergillus penicillioides	555.0	0.10605142186306095
CK_CORIZA	Cladosporium herbarum	523.0	0.8420614488683297
CK_CORIZA	Cryptococcus neoformans	476.0	0.1305017151439287
CK_CORIZA	Exophiala xenobiotica	523.5	0.9192295422430276
CK_CORIZA	Fusarium solani	555.0	0.10605142186306095
CK_CORIZA	Fuscoporia contigua	522.0	0.8768387163894955
CK_CORIZA	Malassezia restricta	562.0	0.5609166331873721
CK_CORIZA	Pneumocystis murina	536.5	0.26336819964093316
CK_CORIZA	Schizophyllum commune	522.0	0.8768387163894955
CK_CORIZA	Betacoronavirus 1	490.0	0.22334418004087397
CK_CORIZA	Primate bocaparvovirus 1	504.0	0.40155394658395016
CK_CORIZA	Rhinovirus B	536.5	0.26336819964093316
CK_CORIZA	Rotavirus A	462.0	0.07755023722000347
CK_CORIZA	Totivirus sp.	490.0	0.22334418004087397
CK_ERUPCAO_CUT	Acinetobacter dispersus	32.5	1.0
CK_ERUPCAO_CUT	Acinetobacter johnsonii	35.0	0.7907447030150746
CK_ERUPCAO_CUT	Corynebacterium aurimucosum	34.5	0.8175450689522585
CK_ERUPCAO_CUT	Corynebacterium segmentosum	10.0	0.234315153587896
CK_ERUPCAO_CUT	Cutibacterium acnes	48.0	0.40866622581532985
CK_ERUPCAO_CUT	Dolosigranulum pigrum	9.0	0.1127126846065969
CK_ERUPCAO_CUT	Eikenella corrodens	32.5	1.0
CK_ERUPCAO_CUT	Haemophilus influenzae	33.5	0.8834488425186301
CK_ERUPCAO_CUT	Moraxella catarrhalis	37.5	0.683283333433742
CK_ERUPCAO_CUT	Prevotella intermedia	1.0	7.776084503401031e-06
CK_ERUPCAO_CUT	Pseudomonas putida	35.5	0.7663557175030068
CK_ERUPCAO_CUT	Staphylococcus aureus	46.5	0.4128066805006877
CK_ERUPCAO_CUT	Staphylococcus epidermidis	49.0	0.35165855092497944
CK_ERUPCAO_CUT	Streptococcus pneumoniae	33.5	0.8834488425186301
CK_ERUPCAO_CUT	Aspergillus felis	32.5	1.0
CK_ERUPCAO_CUT	Aspergillus flavus	33.0	0.9290213477985798
CK_ERUPCAO_CUT	Aspergillus penicillioides	33.0	0.9290213477985798
CK_ERUPCAO_CUT	Cladosporium herbarum	33.0	0.9290213477985798
CK_ERUPCAO_CUT	Cryptococcus neoformans	33.5	0.8834488425186301
CK_ERUPCAO_CUT	Exophiala xenobiotica	37.5	0.683283333433742
CK_ERUPCAO_CUT	Fusarium solani	33.0	0.9290213477985798
CK_ERUPCAO_CUT	Fuscoporia contigua	33.0	0.9290213477985798
CK_ERUPCAO_CUT	Malassezia restricta	56.0	0.2062753620659804
CK_ERUPCAO_CUT	Pneumocystis murina	32.5	1.0
CK_ERUPCAO_CUT	Schizophyllum commune	33.0	0.9290213477985798
CK_ERUPCAO_CUT	Betacoronavirus 1	33.0	0.9290213477985798
CK_ERUPCAO_CUT	Primate bocaparvovirus 1	32.5	1.0
CK_ERUPCAO_CUT	Rhinovirus B	32.5	1.0
CK_ERUPCAO_CUT	Rotavirus A	34.0	0.847793637934448
CK_ERUPCAO_CUT	Totivirus sp.	33.0	0.9290213477985798
CK_MIALGIA	Acinetobacter dispersus	480.0	0.21746822614354233
CK_MIALGIA	Acinetobacter johnsonii	480.0	0.6005620384677839
CK_MIALGIA	Corynebacterium aurimucosum	531.0	0.3734392412866534
CK_MIALGIA	Corynebacterium segmentosum	552.0	0.47109240692615373
CK_MIALGIA	Cutibacterium acnes	572.0	0.33494006820198086
CK_MIALGIA	Dolosigranulum pigrum	531.0	0.5864899712201398
CK_MIALGIA	Eikenella corrodens	480.0	0.21746822614354233
CK_MIALGIA	Haemophilus influenzae	537.5	0.16999707515776785
CK_MIALGIA	Moraxella catarrhalis	533.0	0.5022923942053981
CK_MIALGIA	Prevotella intermedia	505.0	0.8674559757353884
CK_MIALGIA	Pseudomonas putida	522.5	0.5814523781235978
CK_MIALGIA	Staphylococcus aureus	438.0	0.3627553891190438
CK_MIALGIA	Staphylococcus epidermidis	549.0	0.48856978729774436
CK_MIALGIA	Streptococcus pneumoniae	506.0	0.8383709731175562
CK_MIALGIA	Aspergillus felis	480.0	0.21746822614354233
CK_MIALGIA	Aspergillus flavus	525.0	0.26950635579234405
CK_MIALGIA	Aspergillus penicillioides	460.0	0.07503653761323766
CK_MIALGIA	Cladosporium herbarum	460.0	0.07503653761323766
CK_MIALGIA	Cryptococcus neoformans	506.0	0.8383709731175562
CK_MIALGIA	Exophiala xenobiotica	402.0	0.04415024325224111
CK_MIALGIA	Fusarium solani	460.0	0.07503653761323766
CK_MIALGIA	Fuscoporia contigua	493.0	0.769559574181734
CK_MIALGIA	Malassezia restricta	611.0	0.13272385236111703
CK_MIALGIA	Pneumocystis murina	480.0	0.21746822614354233
CK_MIALGIA	Schizophyllum commune	460.0	0.07503653761323766
CK_MIALGIA	Betacoronavirus 1	493.0	0.769559574181734
CK_MIALGIA	Primate bocaparvovirus 1	512.5	0.44788447826411193
CK_MIALGIA	Rhinovirus B	480.0	0.21746822614354233
CK_MIALGIA	Rotavirus A	519.0	0.5492682388683213
CK_MIALGIA	Totivirus sp.	525.0	0.26950635579234405
CK_DOR_ABDOM	Acinetobacter dispersus	180.0	0.790434062319321
CK_DOR_ABDOM	Acinetobacter johnsonii	195.0	0.42966789804226
CK_DOR_ABDOM	Corynebacterium aurimucosum	130.0	0.022566969971806686
CK_DOR_ABDOM	Corynebacterium segmentosum	112.0	0.12924775371632527
CK_DOR_ABDOM	Cutibacterium acnes	173.0	0.9367708607643445
CK_DOR_ABDOM	Dolosigranulum pigrum	61.0	0.000536239364108622
CK_DOR_ABDOM	Eikenella corrodens	180.0	0.790434062319321
CK_DOR_ABDOM	Haemophilus influenzae	186.0	0.5962292783582749
CK_DOR_ABDOM	Moraxella catarrhalis	210.0	0.2594967801357789
CK_DOR_ABDOM	Prevotella intermedia	153.5	0.15166939935540277
CK_DOR_ABDOM	Pseudomonas putida	198.0	0.38794214069292343
CK_DOR_ABDOM	Staphylococcus aureus	209.0	0.43333679596718266
CK_DOR_ABDOM	Staphylococcus epidermidis	150.0	0.5247585641074823
CK_DOR_ABDOM	Streptococcus pneumoniae	186.0	0.5962292783582749
CK_DOR_ABDOM	Aspergillus felis	180.0	0.790434062319321
CK_DOR_ABDOM	Aspergillus flavus	183.0	0.6769545302559947
CK_DOR_ABDOM	Aspergillus penicillioides	183.0	0.6769545302559947
CK_DOR_ABDOM	Cladosporium herbarum	183.0	0.6769545302559947
CK_DOR_ABDOM	Cryptococcus neoformans	186.0	0.5962292783582749
CK_DOR_ABDOM	Exophiala xenobiotica	180.5	0.9171023473025013
CK_DOR_ABDOM	Fusarium solani	151.0	0.05340722471577705
CK_DOR_ABDOM	Fuscoporia contigua	183.0	0.6769545302559947
CK_DOR_ABDOM	Malassezia restricta	196.0	0.6722557962402848
CK_DOR_ABDOM	Pneumocystis murina	180.0	0.790434062319321
CK_DOR_ABDOM	Schizophyllum commune	183.0	0.6769545302559947
CK_DOR_ABDOM	Betacoronavirus 1	183.0	0.6769545302559947
CK_DOR_ABDOM	Primate bocaparvovirus 1	180.0	0.790434062319321
CK_DOR_ABDOM	Rhinovirus B	147.5	0.0020515581015106404
CK_DOR_ABDOM	Rotavirus A	189.0	0.5315292504866648
CK_DOR_ABDOM	Totivirus sp.	183.0	0.6769545302559947
CK_DOR_OSTEOMUSC	Acinetobacter dispersus	94.5	0.8834105632597351
CK_DOR_OSTEOMUSC	Acinetobacter johnsonii	70.0	0.16126552232481595
CK_DOR_OSTEOMUSC	Corynebacterium aurimucosum	68.0	0.09736411652811607
CK_DOR_OSTEOMUSC	Corynebacterium segmentosum	77.0	0.6149999337690235
CK_DOR_OSTEOMUSC	Cutibacterium acnes	72.0	0.5215174342983062
CK_DOR_OSTEOMUSC	Dolosigranulum pigrum	51.0	0.08614965155738462
CK_DOR_OSTEOMUSC	Eikenella corrodens	94.5	0.8834105632597351
CK_DOR_OSTEOMUSC	Haemophilus influenzae	97.5	0.7308671656313117
CK_DOR_OSTEOMUSC	Moraxella catarrhalis	109.5	0.44378031831221887
CK_DOR_OSTEOMUSC	Prevotella intermedia	97.5	0.7308671656313117
CK_DOR_OSTEOMUSC	Pseudomonas putida	72.0	0.23362886286768358
CK_DOR_OSTEOMUSC	Staphylococcus aureus	136.5	0.14007836360005613
CK_DOR_OSTEOMUSC	Staphylococcus epidermidis	32.0	0.04515277097309492
CK_DOR_OSTEOMUSC	Streptococcus pneumoniae	65.0	0.018039365570036905
CK_DOR_OSTEOMUSC	Aspergillus felis	94.5	0.8834105632597351
CK_DOR_OSTEOMUSC	Aspergillus flavus	96.0	0.7938955813137961
CK_DOR_OSTEOMUSC	Aspergillus penicillioides	96.0	0.7938955813137961
CK_DOR_OSTEOMUSC	Cladosporium herbarum	96.0	0.7938955813137961
CK_DOR_OSTEOMUSC	Cryptococcus neoformans	97.5	0.7308671656313117
CK_DOR_OSTEOMUSC	Exophiala xenobiotica	109.5	0.44378031831221887
CK_DOR_OSTEOMUSC	Fusarium solani	96.0	0.7938955813137961
CK_DOR_OSTEOMUSC	Fuscoporia contigua	63.0	0.0020505371299732993
CK_DOR_OSTEOMUSC	Malassezia restricta	60.0	0.30521972512661366
CK_DOR_OSTEOMUSC	Pneumocystis murina	94.5	0.8834105632597351
CK_DOR_OSTEOMUSC	Schizophyllum commune	96.0	0.7938955813137961
CK_DOR_OSTEOMUSC	Betacoronavirus 1	96.0	0.7938955813137961
CK_DOR_OSTEOMUSC	Primate bocaparvovirus 1	94.5	0.8834105632597351
CK_DOR_OSTEOMUSC	Rhinovirus B	94.5	0.8834105632597351
CK_DOR_OSTEOMUSC	Rotavirus A	67.0	0.0556239924750061
CK_DOR_OSTEOMUSC	Totivirus sp.	96.0	0.7938955813137961
CK_OUTROS	Acinetobacter dispersus	152.5	0.8173613313851769
CK_OUTROS	Acinetobacter johnsonii	165.0	0.4771891972085842
CK_OUTROS	Corynebacterium aurimucosum	130.0	0.29883498053403623
CK_OUTROS	Corynebacterium segmentosum	91.0	0.1350015902963189
CK_OUTROS	Cutibacterium acnes	148.0	0.9705396371712426
CK_OUTROS	Dolosigranulum pigrum	91.0	0.056812547741677766
CK_OUTROS	Eikenella corrodens	152.5	0.8173613313851769
CK_OUTROS	Haemophilus influenzae	157.5	0.6355162964312122
CK_OUTROS	Moraxella catarrhalis	144.0	0.835787165718795
CK_OUTROS	Prevotella intermedia	157.5	0.6355162964312122
CK_OUTROS	Pseudomonas putida	167.5	0.43673160414793366
CK_OUTROS	Staphylococcus aureus	176.5	0.48237404874747725
CK_OUTROS	Staphylococcus epidermidis	124.0	0.5061587168509367
CK_OUTROS	Streptococcus pneumoniae	157.5	0.6355162964312122
CK_OUTROS	Aspergillus felis	152.5	0.8173613313851769
CK_OUTROS	Aspergillus flavus	155.0	0.7111717649334033
CK_OUTROS	Aspergillus penicillioides	155.0	0.7111717649334033
