Phenotype	Column	Statistic	P-value
CK_DIF_RESP	Monilinia fructigena	91.5	0.00012248100770987933
CK_DIF_RESP	Monilinia laxa	91.5	0.00012248100770987933
CK_DIF_RESP	Mycosphaerella bixae	93.0	0.009312900043141606
CK_DIF_RESP	Otidea onotica	91.5	0.00012248100770987933
CK_DIF_RESP	Parateratosphaeria bellula	91.5	0.00012248100770987933
CK_DIF_RESP	Phellinidium pouzarii	94.0	0.01210362450978529
CK_DIF_RESP	Phlebia centrifuga	94.0	0.01210362450978529
CK_DIF_RESP	Phyllozyma subbrunnea	93.0	0.009312900043141606
CK_DIF_RESP	Pinaceicola cordae	91.5	0.00012248100770987933
CK_DIF_RESP	Pithomyces chartarum	91.5	0.00012248100770987933
CK_DIF_RESP	Pleurotus ostreatus	91.5	0.00012248100770987933
CK_DIF_RESP	Pneumocystis murina	91.5	0.00012248100770987933
CK_DIF_RESP	Pseudocercospora cruenta	91.5	0.00012248100770987933
CK_DIF_RESP	Pseudocercospora fijiensis	91.5	0.00012248100770987933
CK_DIF_RESP	Pseudocercospora griseola	93.0	0.009312900043141606
CK_DIF_RESP	Pseudocercospora mori	94.5	0.04264572133564552
CK_DIF_RESP	Pseudocercospora pallida	91.5	0.00012248100770987933
CK_DIF_RESP	Pyrenophora teres	94.0	0.01210362450978529
CK_DIF_RESP	Rutstroemia sp.	91.5	0.00012248100770987933
CK_DIF_RESP	Schizophyllum commune	94.0	0.01210362450978529
CK_DIF_RESP	Schizothyrium pomi	91.5	0.00012248100770987933
CK_DIF_RESP	Sclerotinia sclerotiorum	91.5	0.00012248100770987933
CK_DIF_RESP	Serendipita herbamans	94.0	0.01210362450978529
CK_DIF_RESP	Sporothrix schenckii	94.0	0.01210362450978529
CK_DIF_RESP	Sterigmatomyces elviae	94.0	0.01210362450978529
CK_DIF_RESP	Sydowia polyspora	93.0	0.009312900043141606
CK_DIF_RESP	Teratosphaeria toledana	91.5	0.00012248100770987933
CK_DIF_RESP	Tricholoma cingulatum	91.5	0.00012248100770987933
CK_DIF_RESP	Tricholoma ustale	94.0	0.01210362450978529
CK_DIF_RESP	Uwebraunia communis	91.5	0.00012248100770987933
CK_DIF_RESP	Zymoseptoria tritici	94.5	0.04264572133564552
CK_DIF_RESP	Cutibacterium phage P108C	94.0	0.01210362450978529
CK_DIF_RESP	Propionibacterium phage pa3-SS3	94.0	0.01210362450978529
CK_DIF_RESP	Propionibacterium virus PHL308M00	91.5	0.00012248100770987933
CK_DIARREIA	Acinetobacter bereziniae	208.0	0.001282051502344631
CK_DIARREIA	Acinetobacter dispersus	234.0	0.025319171491001782
CK_DIARREIA	Acinetobacter gyllenbergii	234.0	0.025319171491001782
CK_DIARREIA	Acinetobacter indicus	234.0	0.025319171491001782
CK_DIARREIA	Acinetobacter nosocomialis	234.0	0.025319171491001782
CK_DIARREIA	Acinetobacter pittii	234.0	0.025319171491001782
CK_DIARREIA	Acinetobacter seifertii	234.0	0.025319171491001782
CK_DIARREIA	Acinetobacter sp. WCHA45	234.0	0.025319171491001782
CK_DIARREIA	Acinetobacter venetianus	234.0	0.025319171491001782
CK_DIARREIA	Aminobacter sp. MDW-2	234.0	0.025319171491001782
CK_DIARREIA	Chthoniobacter flavus	234.0	0.025319171491001782
CK_DIARREIA	Corynebacterium accolens	234.0	0.025319171491001782
CK_DIARREIA	Corynebacterium doosanense	234.0	0.025319171491001782
CK_DIARREIA	Corynebacterium minutissimum	214.0	0.019188234114489947
CK_DIARREIA	Corynebacterium propinquum	234.0	0.025319171491001782
CK_DIARREIA	Corynebacterium pseudotuberculosis	234.0	0.025319171491001782
CK_DIARREIA	Corynebacterium resistens	234.0	0.025319171491001782
CK_DIARREIA	Corynebacterium singulare	214.0	0.019188234114489947
CK_DIARREIA	Corynebacterium sp. ZJ-599	234.0	0.025319171491001782
CK_DIARREIA	Deinococcus actinosclerus	234.0	0.025319171491001782
CK_DIARREIA	Enterococcus faecium	234.0	0.025319171491001782
CK_DIARREIA	Janibacter melonis	214.0	0.019188234114489947
CK_DIARREIA	Methylobacterium aerolatum	234.0	0.025319171491001782
CK_DIARREIA	Methylobacterium iners	234.0	0.025319171491001782
CK_DIARREIA	Methylobacterium mesophilicum	234.0	0.025319171491001782
CK_DIARREIA	Methylobacterium sp. ALBL_085	213.0	0.016696533947041844
CK_DIARREIA	Methylobacterium sp. DM1	234.0	0.025319171491001782
CK_DIARREIA	Micrococcus sp. ALBL_223	234.0	0.025319171491001782
CK_DIARREIA	Microlunatus phosphovorus	234.0	0.025319171491001782
CK_DIARREIA	Negativicoccus massiliensis	234.0	0.025319171491001782
CK_DIARREIA	Paludisphaera borealis	234.0	0.025319171491001782
CK_DIARREIA	Prevotella jejuni	234.0	0.025319171491001782
CK_DIARREIA	Prevotella scopos	234.0	0.025319171491001782
CK_DIARREIA	Priestia megaterium	234.0	0.025319171491001782
CK_DIARREIA	Proteus mirabilis	214.0	0.019188234114489947
CK_DIARREIA	Pseudomonas chlororaphis	234.0	0.025319171491001782
CK_DIARREIA	Pseudomonas sp. KU43P	234.0	0.025319171491001782
CK_DIARREIA	Roseomonas mucosa	234.0	0.025319171491001782
CK_DIARREIA	Roseomonas sp. I12B-00351	234.0	0.025319171491001782
CK_DIARREIA	Rothia dentocariosa	234.0	0.025319171491001782
CK_DIARREIA	Spirosoma sp. CJU-R4	234.0	0.025319171491001782
CK_DIARREIA	Staphylococcus auricularis	234.0	0.025319171491001782
CK_DIARREIA	Staphylococcus capitis	234.0	0.025319171491001782
CK_DIARREIA	Staphylococcus lugdunensis	234.0	0.025319171491001782
CK_DIARREIA	uncultured Hymenobacter sp.	234.0	0.025319171491001782
CK_DIARREIA	Albugo laibachii	234.0	0.025319171491001782
CK_DIARREIA	Aleurobotrys botryosus	234.0	0.025319171491001782
CK_DIARREIA	Anthracocystis panici-leucophaei	234.0	0.025319171491001782
CK_DIARREIA	Arthrocladium fulminans	234.0	0.025319171491001782
CK_DIARREIA	Aspergillus fumigatus	234.0	0.025319171491001782
CK_DIARREIA	Blumeria graminis	234.0	0.025319171491001782
CK_DIARREIA	Botryobasidium sp. 1 KWH-2019	234.0	0.025319171491001782
CK_DIARREIA	Botryobasidium subcoronatum	234.0	0.025319171491001782
CK_DIARREIA	Bradymyces sp. LS-2015b	234.0	0.025319171491001782
CK_DIARREIA	Chrysoporthe sp. MAF-2017a	214.0	0.019188234114489947
CK_DIARREIA	Cladosporium langeronii	234.0	0.025319171491001782
CK_DIARREIA	Cystobasidium sp.	234.0	0.025319171491001782
CK_DIARREIA	Dacrymyces stillatus	234.0	0.025319171491001782
CK_DIARREIA	Dacryopinax spathularia	234.0	0.025319171491001782
CK_DIARREIA	Diaporthe ambigua	234.0	0.025319171491001782
CK_DIARREIA	Diaporthe maritima	234.0	0.025319171491001782
CK_DIARREIA	Diaporthe phaseolorum	234.0	0.025319171491001782
CK_DIARREIA	Diaporthe sp. HYK-2013	234.0	0.025319171491001782
CK_DIARREIA	Didymella exigua	234.0	0.025319171491001782
CK_DIARREIA	Didymella pinodella	234.0	0.025319171491001782
CK_DIARREIA	Didymium squamulosum	234.0	0.025319171491001782
CK_DIARREIA	Entyloma ficariae	234.0	0.025319171491001782
CK_DIARREIA	Exophiala xenobiotica	186.0	0.028043037117660354
CK_DIARREIA	Fuligo septica	234.0	0.025319171491001782
CK_DIARREIA	Fusarium oxysporum	234.0	0.025319171491001782
CK_DIARREIA	Fusarium venenatum	234.0	0.025319171491001782
CK_DIARREIA	Gloeoporus dichrous	234.0	0.025319171491001782
CK_DIARREIA	Hemimycena sp.	234.0	0.025319171491001782
CK_DIARREIA	Jianyunia sakaguchii	234.0	0.025319171491001782
CK_DIARREIA	Lentomitella conoidea	234.0	0.025319171491001782
CK_DIARREIA	Leocarpus fragilis	234.0	0.025319171491001782
CK_DIARREIA	Lepidoderma carestianum	234.0	0.025319171491001782
CK_DIARREIA	Lithohypha guttulata	234.0	0.025319171491001782
CK_DIARREIA	Malassezia sympodialis	208.0	0.001282051502344631
CK_DIARREIA	Melanotrigonum ovale	234.0	0.025319171491001782
CK_DIARREIA	Metarhizium viride	234.0	0.025319171491001782
CK_DIARREIA	Mucilago crustacea	234.0	0.025319171491001782
CK_DIARREIA	Neohortaea acidophila	234.0	0.025319171491001782
CK_DIARREIA	Otidea onotica	234.0	0.025319171491001782
CK_DIARREIA	Paracoccidioides lutzii	234.0	0.025319171491001782
CK_DIARREIA	Passalora sp. CPC 11876	234.0	0.025319171491001782
CK_DIARREIA	Patellaria sp.	234.0	0.025319171491001782
CK_DIARREIA	Peniophora piceae	234.0	0.025319171491001782
CK_DIARREIA	Phialocephala scopiformis	234.0	0.025319171491001782
CK_DIARREIA	Phialocephala sphaeroides	234.0	0.025319171491001782
CK_DIARREIA	Phlebiopsis crassa	214.0	0.019188234114489947
CK_DIARREIA	Phyllozyma subbrunnea	208.0	0.001282051502344631
CK_DIARREIA	Physarum bogoriense	234.0	0.025319171491001782
CK_DIARREIA	Physarum leucophaeum	234.0	0.025319171491001782
CK_DIARREIA	Physarum melleum	234.0	0.025319171491001782
CK_DIARREIA	Physarum polycephalum	234.0	0.025319171491001782
CK_DIARREIA	Pseudocercospora griseola	234.0	0.025319171491001782
CK_DIARREIA	Rhizoctonia solani	234.0	0.025319171491001782
CK_DIARREIA	Sarcinomyces sp. SL-2011	234.0	0.025319171491001782
CK_DIARREIA	Sporothrix schenckii	234.0	0.025319171491001782
CK_DIARREIA	Staninwardia suttonii	234.0	0.025319171491001782
CK_DIARREIA	Stereum hirsutum	234.0	0.025319171491001782
CK_DIARREIA	Sterigmatomyces sp.	234.0	0.025319171491001782
CK_DIARREIA	Sydowia polyspora	234.0	0.025319171491001782
CK_DIARREIA	Teratosphaeria molleriana	234.0	0.025319171491001782
CK_DIARREIA	Tricholoma squarrulosum	234.0	0.025319171491001782
CK_DIARREIA	Umbilicaria squamosa	234.0	0.025319171491001782
CK_DIARREIA	Xylobolus sp. 101 OA-2013	234.0	0.025319171491001782
CK_DIARREIA	Cutibacterium phage PAVL21	234.0	0.025319171491001782
CK_DIARREIA	Propionibacterium phage PHL030N00	234.0	0.025319171491001782
CK_DIARREIA	Propionibacterium phage PacnesP1	234.0	0.025319171491001782
CK_DIARREIA	Propionibacterium phage PacnesP2	234.0	0.025319171491001782
CK_DIARREIA	Propionibacterium phage QueenBey	234.0	0.025319171491001782
CK_DIARREIA	Propionibacterium phage pa63	234.0	0.025319171491001782
CK_DIARREIA	Propionibacterium virus Ouroboros	234.0	0.025319171491001782
CK_DIARREIA	Propionibacterium virus P100A	234.0	0.025319171491001782
CK_DIARREIA	Propionibacterium virus PHL132N00	234.0	0.025319171491001782
CK_DIARREIA	Propionibacterium virus PHL308M00	234.0	0.025319171491001782
CK_DIARREIA	Propionibacterium virus Wizzo	234.0	0.025319171491001782
CK_VOMITO	Acinetobacter schindleri	312.0	0.04981624291531539
CK_VOMITO	Acinetobacter sp. WCHAc010052	312.0	0.04981624291531539
CK_VOMITO	Aminobacter sp. MDW-2	312.0	0.04981624291531539
CK_VOMITO	Bacillus cereus	312.0	0.04981624291531539
CK_VOMITO	Cellvibrio sp. KY-GH-1	312.0	0.04981624291531539
CK_VOMITO	Corynebacterium jeikeium	293.5	0.04717565613598024
CK_VOMITO	Corynebacterium sp. PD7.7	312.0	0.04981624291531539
CK_VOMITO	Corynebacterium sp. zg-917	312.0	0.04981624291531539
CK_VOMITO	Coxiella burnetii	312.0	0.04981624291531539
CK_VOMITO	Craurococcus roseus	312.0	0.04981624291531539
CK_VOMITO	Deinococcus actinosclerus	312.0	0.04981624291531539
CK_VOMITO	Dinoroseobacter shibae	312.0	0.04981624291531539
CK_VOMITO	Enterococcus faecium	312.0	0.04981624291531539
CK_VOMITO	Gemella haemolysans	312.0	0.04981624291531539
CK_VOMITO	Ketogulonicigenium vulgare	312.0	0.04981624291531539
CK_VOMITO	Leptolyngbya sp. WR9	312.0	0.04981624291531539
CK_VOMITO	Leuconostoc mesenteroides	312.0	0.04981624291531539
CK_VOMITO	Marivivens sp. JLT3646	312.0	0.04981624291531539
CK_VOMITO	Massilia sp. 4114	312.0	0.04981624291531539
CK_VOMITO	Massilia sp. Se16.2.3	312.0	0.04981624291531539
CK_VOMITO	Methylobacterium aerolatum	312.0	0.04981624291531539
CK_VOMITO	Methylobacterium iners	312.0	0.04981624291531539
CK_VOMITO	Microbacterium sp. Se63.02b	312.0	0.04981624291531539
CK_VOMITO	Nocardioides ginkgobilobae	312.0	0.04981624291531539
CK_VOMITO	Nocardioides marinisabuli	312.0	0.04981624291531539
CK_VOMITO	Paludisphaera borealis	312.0	0.04981624291531539
CK_VOMITO	Pantoea agglomerans	312.0	0.04981624291531539
CK_VOMITO	Pantoea sp. SO10	312.0	0.04981624291531539
CK_VOMITO	Paracoccus yeei	312.0	0.04981624291531539
CK_VOMITO	Patulibacter medicamentivorans	312.0	0.04981624291531539
CK_VOMITO	Pectobacterium brasiliense	312.0	0.04981624291531539
CK_VOMITO	Porphyromonas asaccharolytica	312.0	0.04981624291531539
CK_VOMITO	Porphyromonas endodontalis	312.0	0.04981624291531539
CK_VOMITO	Porphyromonas gingivalis	312.0	0.04981624291531539
CK_VOMITO	Prevotella denticola	312.0	0.04981624291531539
CK_VOMITO	Prevotella enoeca	312.0	0.04981624291531539
CK_VOMITO	Prevotella ruminicola	312.0	0.04981624291531539
CK_VOMITO	Priestia megaterium	312.0	0.04981624291531539
CK_VOMITO	Pseudomonas chlororaphis	312.0	0.04981624291531539
CK_VOMITO	Pseudomonas sp. KU43P	312.0	0.04981624291531539
CK_VOMITO	Rickettsiella sp. 5-186-2	312.0	0.04981624291531539
CK_VOMITO	Roseomonas mucosa	312.0	0.04981624291531539
CK_VOMITO	Roseomonas sp. I12B-00351	312.0	0.04981624291531539
CK_VOMITO	Serinicoccus marinus	312.0	0.04981624291531539
CK_VOMITO	Stenotrophomonas rhizophila	312.0	0.04981624291531539
CK_VOMITO	Streptococcus salivarius	312.0	0.04981624291531539
CK_VOMITO	Tannerella forsythia	312.0	0.04981624291531539
CK_VOMITO	uncultured Hymenobacter sp.	312.0	0.04981624291531539
CK_VOMITO	uncultured Prevotella sp.	312.0	0.04981624291531539
CK_VOMITO	Albugo laibachii	312.0	0.04981624291531539
CK_VOMITO	Aleurobotrys botryosus	312.0	0.04981624291531539
CK_VOMITO	Amycosphaerella africana	312.0	0.04981624291531539
CK_VOMITO	Amylostereum laevigatum	291.5	0.03799262217935074
CK_VOMITO	Anthracocystis panici-leucophaei	312.0	0.04981624291531539
CK_VOMITO	Aspergillus fumigatus	312.0	0.04981624291531539
CK_VOMITO	Bankera fuligineoalba	312.0	0.04981624291531539
CK_VOMITO	Botryobasidium sp. 1 KWH-2019	312.0	0.04981624291531539
CK_VOMITO	Botryobasidium subcoronatum	312.0	0.04981624291531539
CK_VOMITO	Bradymyces sp. LS-2015b	312.0	0.04981624291531539
CK_VOMITO	Capnobotryella renispora	286.0	0.004757204577912913
CK_VOMITO	Colacogloea eucalyptica	312.0	0.04981624291531539
CK_VOMITO	Conioscypha varia	312.0	0.04981624291531539
CK_VOMITO	Coniosporium apollinis	286.0	0.004757204577912913
CK_VOMITO	Cystobasidium sp.	312.0	0.04981624291531539
CK_VOMITO	Dacrymyces stillatus	312.0	0.04981624291531539
CK_VOMITO	Dacryopinax spathularia	312.0	0.04981624291531539
CK_VOMITO	Debaryomyces hansenii	312.0	0.04981624291531539
CK_VOMITO	Devriesia sp. ZWY-2014b	312.0	0.04981624291531539
CK_VOMITO	Diaporthe ambigua	312.0	0.04981624291531539
CK_VOMITO	Diaporthe amygdali	292.5	0.042374121900358455
CK_VOMITO	Diaporthe maritima	312.0	0.04981624291531539
CK_VOMITO	Diaporthe phaseolorum	312.0	0.04981624291531539
CK_VOMITO	Didymella exigua	312.0	0.04981624291531539
CK_VOMITO	Didymella pinodella	312.0	0.04981624291531539
CK_VOMITO	Didymium squamulosum	312.0	0.04981624291531539
CK_VOMITO	Donkioporia expansa	312.0	0.04981624291531539
CK_VOMITO	Encoelia furfuracea	312.0	0.04981624291531539
CK_VOMITO	Entyloma ficariae	312.0	0.04981624291531539
CK_VOMITO	Fomitopsis betulina	312.0	0.04981624291531539
CK_VOMITO	Fuligo septica	312.0	0.04981624291531539
CK_VOMITO	Fusarium coffeatum	312.0	0.04981624291531539
CK_VOMITO	Fusarium oxysporum	312.0	0.04981624291531539
CK_VOMITO	Fusarium solani	286.0	0.004757204577912913
CK_VOMITO	Fusarium vanettenii	286.0	0.004757204577912913
CK_VOMITO	Fusarium venenatum	312.0	0.04981624291531539
CK_VOMITO	Geastrum cf. triplex B KH-2011	312.0	0.04981624291531539
CK_VOMITO	Gloeoporus dichrous	312.0	0.04981624291531539
CK_VOMITO	Gregarithecium sp. DQD-2016a	312.0	0.04981624291531539
CK_VOMITO	Hemimycena sp.	312.0	0.04981624291531539
CK_VOMITO	Hymenochaete ulmicola	312.0	0.04981624291531539
CK_VOMITO	Jianyunia sakaguchii	312.0	0.04981624291531539
CK_VOMITO	Lactarius vellereus	312.0	0.04981624291531539
CK_VOMITO	Lentomitella conoidea	312.0	0.04981624291531539
