Phenotype	Column	Statistic	P-value
Genero	Comamonas testosteroni	402.5	0.2639479509343433
Genero	Corynebacterium accolens	420.0	0.06614776340524443
Genero	Corynebacterium ammoniagenes	456.0	0.6162903113740984
Genero	Corynebacterium aquilae	456.0	0.6162903113740984
Genero	Corynebacterium aurimucosum	400.0	0.21072993895772418
Genero	Corynebacterium camporealensis	436.0	0.6527935185222653
Genero	Corynebacterium casei	427.5	0.34132919701420184
Genero	Corynebacterium diphtheriae	397.5	0.3520295283778041
Genero	Corynebacterium doosanense	420.0	0.06614776340524443
Genero	Corynebacterium efficiens	456.0	0.6162903113740984
Genero	Corynebacterium endometrii	456.0	0.6162903113740984
Genero	Corynebacterium flavescens	420.0	0.06614776340524443
Genero	Corynebacterium glutamicum	456.0	0.6162903113740984
Genero	Corynebacterium halotolerans	456.0	0.6162903113740984
Genero	Corynebacterium jeikeium	472.0	0.35792310619179646
Genero	Corynebacterium kefirresidentii	412.0	0.6189421994839568
Genero	Corynebacterium kroppenstedtii	456.0	0.6162903113740984
Genero	Corynebacterium lactis	456.0	0.6162903113740984
Genero	Corynebacterium minutissimum	437.0	0.6812453220461266
Genero	Corynebacterium mycetoides	456.0	0.6162903113740984
Genero	Corynebacterium propinquum	456.0	0.6162903113740984
Genero	Corynebacterium pseudodiphtheriticum	456.0	0.6162903113740984
Genero	Corynebacterium pseudotuberculosis	420.0	0.06614776340524443
Genero	Corynebacterium renale	456.0	0.6162903113740984
Genero	Corynebacterium resistens	420.0	0.06614776340524443
Genero	Corynebacterium sanguinis	456.0	0.6162903113740984
Genero	Corynebacterium segmentosum	406.0	0.5609646631468607
Genero	Corynebacterium simulans	428.5	0.6686369125114426
Genero	Corynebacterium singulare	437.0	0.6812453220461266
Genero	Corynebacterium sp. 2183	456.0	0.6162903113740984
Genero	Corynebacterium sp. Marseille-Q3630	401.0	0.06889627415254658
Genero	Corynebacterium sp. PD7.7	456.0	0.6162903113740984
Genero	Corynebacterium sp. ZJ-599	456.0	0.6162903113740984
Genero	Corynebacterium sp. zg-913	420.0	0.06614776340524443
Genero	Corynebacterium sp. zg-917	456.0	0.6162903113740984
Genero	Corynebacterium stationis	456.0	0.6162903113740984
Genero	Corynebacterium striatum	380.0	0.19775130127491702
Genero	Corynebacterium testudinoris	456.0	0.6162903113740984
Genero	Corynebacterium tuberculostearicum	383.0	0.21841978493771008
Genero	Corynebacterium ulcerans	456.0	0.6162903113740984
Genero	Coxiella burnetii	456.0	0.6162903113740984
Genero	Craurococcus roseus	456.0	0.6162903113740984
Genero	Croceicoccus marinus	397.0	0.18331843510076185
Genero	Cupriavidus basilensis	423.0	0.48875209409707676
Genero	Cupriavidus metallidurans	445.5	0.9455958310418635
Genero	Curtobacterium sp. MR_MD2014	420.0	0.06614776340524443
Genero	Cutibacterium acnes	518.5	0.3430185420789479
Genero	Cutibacterium avidum	401.0	0.06889627415254658
Genero	Cutibacterium granulosum	461.0	0.8237968055152166
Genero	Deinococcus actinosclerus	456.0	0.6162903113740984
Genero	Deinococcus ficus	464.0	0.46085164456655414
Genero	Deinococcus geothermalis	456.0	0.6162903113740984
Genero	Deinococcus gobiensis	456.0	0.6162903113740984
Genero	Deinococcus metallilatus	420.0	0.06614776340524443
Genero	Deinococcus puniceus	480.0	0.2824842704941125
Genero	Deinococcus radiodurans	456.0	0.6162903113740984
Genero	Deinococcus rufus	464.0	0.46085164456655414
Genero	Deinococcus sp. NW-56	437.0	0.6812453220461266
Genero	Deinococcus wulumuqiensis	456.0	0.6162903113740984
Genero	Delftia acidovorans	404.5	0.28576452749797354
Genero	Delftia tsuruhatensis	472.0	0.35792310619179646
Genero	Dermacoccus nishinomiyaensis	477.5	0.4715777351580426
Genero	Dermacoccus sp. PAMC28757	456.0	0.6162903113740984
Genero	Dialister pneumosintes	456.0	0.6162903113740984
Genero	Dinoroseobacter shibae	456.0	0.6162903113740984
Genero	Dolosigranulum pigrum	507.0	0.28720415643085107
Genero	Duganella sp. GN2-R2	464.0	0.46085164456655414
Genero	Eikenella corrodens	420.0	0.06614776340524443
Genero	Enterobacter bugandensis	464.0	0.46085164456655414
Genero	Enterobacter sp. E76	371.5	0.009512601996404838
Genero	Enterococcus faecium	456.0	0.6162903113740984
Genero	Epilithonimonas vandammei	456.0	0.6162903113740984
Genero	Escherichia coli	464.0	0.7865687877339249
Genero	Flavisolibacter ginsenosidimutans	464.0	0.46085164456655414
Genero	Friedmanniella luteola	464.0	0.46085164456655414
Genero	Frigoriglobus tundricola	458.5	0.7775069516864241
Genero	Fusobacterium necrophorum	456.0	0.6162903113740984
Genero	Fusobacterium nucleatum	456.0	0.6162903113740984
Genero	Gemella haemolysans	456.0	0.6162903113740984
Genero	Gemmata massiliana	464.0	0.46085164456655414
Genero	Gemmata obscuriglobus	464.0	0.46085164456655414
Genero	Gemmatirosa kalamazoonesis	472.0	0.35792310619179646
Genero	Geodermatophilus obscurus	456.0	0.6162903113740984
Genero	Gloeocapsa sp. PCC 7428	471.0	0.5532851575136888
Genero	Haemophilus influenzae	437.0	0.6812453220461266
Genero	Haemophilus parahaemolyticus	456.0	0.6162903113740984
Genero	Hassalia littoralis	456.0	0.6162903113740984
Genero	Herbaspirillum rubrisubalbicans	420.0	0.06614776340524443
Genero	Herbaspirillum sp. meg3	456.0	0.6162903113740984
Genero	Hydrogenophaga pseudoflava	377.0	0.030252680922609902
Genero	Hydrogenophaga sp. BA0156	388.5	0.09548271938133716
Genero	Hymenobacter baengnokdamensis	456.0	0.6162903113740984
Genero	Hymenobacter sedentarius	456.0	0.6162903113740984
Genero	Hymenobacter sp. APR13	456.0	0.6162903113740984
Genero	Hymenobacter sp. BRD128	445.5	0.9455958310418635
Genero	Hymenobacter sp. DG01	436.0	0.6527935185222653
Genero	Inhella inkyongensis	426.0	0.6418082198313605
Genero	Intrasporangium calvum	456.0	0.6162903113740984
Genero	Janibacter melonis	399.0	0.057783054851198494
Genero	Janthinobacterium svalbardensis	392.0	0.008277654695677804
Genero	Ketogulonicigenium vulgare	456.0	0.6162903113740984
Genero	Kinneretia sp. DAIF2	484.0	0.6072367311761299
Genero	Klebsiella aerogenes	437.0	0.6812453220461266
Genero	Kocuria palustris	443.5	0.8914443074960265
Genero	Kocuria rosea	428.5	0.3660139029995204
Genero	Kocuria sp. BT304	456.0	0.6162903113740984
Genero	Kocuria sp. KD4	456.0	0.6162903113740984
Genero	Labilithrix luteola	452.0	0.9143368299524375
Genero	Lactobacillus crispatus	464.0	0.46085164456655414
Genero	Lawsonella clevelandensis	456.5	0.8943030988512818
Genero	Leptolyngbya sp. WR9	456.0	0.6162903113740984
Genero	Leptothrix cholodnii	393.0	0.15100195395166022
Genero	Leuconostoc gelidum	456.0	0.6162903113740984
Genero	Leuconostoc mesenteroides	456.0	0.6162903113740984
Genero	Limnobacter sp. SAORIC-580	444.5	0.9184727947080485
Genero	Lysobacter enzymogenes	420.0	0.06614776340524443
Genero	Macrococcus caseolyticus	456.0	0.6162903113740984
Genero	Macrococcus sp. 'bovinus'	456.0	0.6162903113740984
Genero	Marivivens sp. JLT3646	456.0	0.6162903113740984
Genero	Marmoricola scoriae	454.0	0.8657663561518048
Genero	Massilia oculi	456.0	0.6162903113740984
Genero	Massilia sp. 4114	456.0	0.6162903113740984
Genero	Massilia sp. LPB0304	456.0	0.6162903113740984
Genero	Massilia sp. Se16.2.3	456.0	0.6162903113740984
Genero	Megamonas hypermegale	420.0	0.06614776340524443
Genero	Methylibium petroleiphilum	420.5	0.5430294637772413
Genero	Methylibium sp. Pch-M	395.0	0.16657165259775186
Genero	Methylobacterium aerolatum	456.0	0.6162903113740984
Genero	Methylobacterium bullatum	392.0	0.008277654695677804
Genero	Methylobacterium durans	464.0	0.46085164456655414
Genero	Methylobacterium iners	456.0	0.6162903113740984
Genero	Methylobacterium mesophilicum	464.0	0.46085164456655414
Genero	Methylobacterium oryzae	456.0	0.6162903113740984
Genero	Methylobacterium phyllosphaerae	456.0	0.6162903113740984
Genero	Methylobacterium radiotolerans	428.5	0.3660139029995204
Genero	Methylobacterium sp.	427.5	0.34132919701420184
Genero	Methylobacterium sp. ALBL_085	436.0	0.6527935185222653
Genero	Methylobacterium sp. C1	464.0	0.46085164456655414
Genero	Methylobacterium sp. DM1	456.0	0.6162903113740984
Genero	Methylobacterium sp. WL1	456.0	0.6162903113740984
Genero	Methylorubrum zatmanii	456.0	0.6162903113740984
Genero	Microbacterium pygmaeum	456.0	0.6162903113740984
Genero	Microbacterium sp. Se63.02b	456.0	0.6162903113740984
Genero	Micrococcus luteus	490.0	0.41586295548323204
Genero	Micrococcus sp. ALBL_223	456.0	0.6162903113740984
Genero	Microcoleus anatoxicus	456.0	0.6162903113740984
Genero	Microcoleus vaginatus	456.0	0.6162903113740984
Genero	Microlunatus phosphovorus	428.5	0.3660139029995204
Genero	Microlunatus sagamiharensis	436.0	0.6527935185222653
Genero	Minicystis rosea	401.0	0.06889627415254658
Genero	Mitsuaria sp. 7	441.5	0.9276735262293243
Genero	Modestobacter marinus	416.0	0.3329796446349702
Genero	Moraxella bovis	420.0	0.06614776340524443
Genero	Moraxella bovoculi	427.5	0.34132919701420184
Genero	Moraxella catarrhalis	407.0	0.3980517831704552
Genero	Moraxella nonliquefaciens	443.5	0.8914443074960265
Genero	Moraxella osloensis	382.5	0.20254159430329122
Genero	Moraxella ovis	420.0	0.06614776340524443
Genero	Mucilaginibacter mallensis	427.5	0.34132919701420184
Genero	Mycoplasma salivarium	464.0	0.46085164456655414
Genero	Negativicoccus massiliensis	420.0	0.06614776340524443
Genero	Neisseria elongata	427.5	0.34132919701420184
Genero	Neisseria meningitidis	428.5	0.3660139029995204
Genero	Neisseria mucosa	456.0	0.6162903113740984
Genero	Neisseria sicca	456.0	0.6162903113740984
Genero	Neisseria sp. oral taxon 014	456.0	0.6162903113740984
Genero	Neisseria subflava	456.0	0.6162903113740984
Genero	Neorhizobium sp. NCHU2750	420.0	0.06614776340524443
Genero	Nocardioides ginkgobilobae	456.0	0.6162903113740984
Genero	Nocardioides marinisabuli	456.0	0.6162903113740984
Genero	Nocardioides seonyuensis	453.0	0.8899999828073031
Genero	Nostoc punctiforme	464.0	0.46085164456655414
Genero	Nostoc sp. 'Peltigera malacea cyanobiont' DB3992	436.0	0.6527935185222653
Genero	Nostoc sp. NIES-4103	456.0	0.6162903113740984
Genero	Nostoc sp. TCL240-02	420.0	0.06614776340524443
Genero	Novosphingobium aromaticivorans	523.0	0.2807117377444991
Genero	Novosphingobium capsulatum	464.0	0.46085164456655414
Genero	Novosphingobium ginsenosidimutans	415.0	0.3178606351277835
Genero	Novosphingobium pentaromativorans	391.5	0.11356089597070627
Genero	Novosphingobium resinovorum	441.0	0.9058673758901481
Genero	Novosphingobium sp. ABRDHK2	532.0	0.24663206342776223
Genero	Novosphingobium sp. ES2-1	499.5	0.44037241314285713
Genero	Novosphingobium sp. Gsoil 351	398.0	0.1921455904270818
Genero	Novosphingobium sp. P6W	399.0	0.20128134924627195
Genero	Novosphingobium sp. PP1Y	406.5	0.3087682891585175
Genero	Novosphingobium sp. THN1	483.5	0.5894688383510702
Genero	Novosphingobium tardaugens	494.0	0.5016021427928905
Genero	Ochrobactrum sp. PW1	417.0	0.3485552398139059
Genero	Oligella ureolytica	420.0	0.06614776340524443
Genero	Oscillatoria nigro-viridis	456.0	0.6162903113740984
Genero	Oscillatoria sp. TM S9	420.0	0.06614776340524443
Genero	Paludisphaera borealis	456.0	0.6162903113740984
Genero	Pantoea agglomerans	456.0	0.6162903113740984
Genero	Pantoea ananatis	472.0	0.35792310619179646
Genero	Pantoea rwandensis	464.0	0.46085164456655414
Genero	Pantoea sp. CCBC3-3-1	456.0	0.6162903113740984
Genero	Pantoea sp. SO10	456.0	0.6162903113740984
Genero	Pantoea vagans	456.0	0.6162903113740984
Genero	Paraburkholderia aromaticivorans	407.0	0.16702442068200574
Genero	Paracoccus contaminans	428.5	0.6686369125114426
Genero	Paracoccus sanguinis	427.5	0.34132919701420184
Genero	Paracoccus sp. AK26	445.5	0.9455958310418635
Genero	Paracoccus sp. Arc7-R13	427.5	0.34132919701420184
Genero	Paracoccus yeei	456.0	0.6162903113740984
Genero	Paraurantiacibacter namhicola	428.5	0.3660139029995204
Genero	Parvimonas micra	456.0	0.6162903113740984
Genero	Patulibacter medicamentivorans	456.0	0.6162903113740984
Genero	Paucibacter sp. KCTC 42545	401.0	0.3318936721201192
Genero	Pectobacterium brasiliense	456.0	0.6162903113740984
Genero	Peptostreptococcus anaerobius	456.0	0.6162903113740984
Genero	Phormidium sp. NIES-2121	420.0	0.06614776340524443
Genero	Porphyrobacter sp. YT40	437.0	0.6812453220461266
Genero	Porphyromonas asaccharolytica	456.0	0.6162903113740984
Genero	Porphyromonas endodontalis	456.0	0.6162903113740984
Genero	Porphyromonas gingivalis	456.0	0.6162903113740984
Genero	Prevotella copri	437.0	0.6812453220461266
Genero	Prevotella denticola	456.0	0.6162903113740984
Genero	Prevotella enoeca	456.0	0.6162903113740984
Genero	Prevotella fusca	464.0	0.46085164456655414
Genero	Prevotella intermedia	437.0	0.6812453220461266
Genero	Prevotella jejuni	420.0	0.06614776340524443
Genero	Prevotella melaninogenica	428.5	0.3660139029995204
Genero	Prevotella oris	464.0	0.46085164456655414
Genero	Prevotella ruminicola	456.0	0.6162903113740984
Genero	Prevotella scopos	420.0	0.06614776340524443
Genero	Priestia megaterium	456.0	0.6162903113740984
Genero	Propionibacterium sp. oral taxon 193	464.0	0.46085164456655414
Genero	Propioniciclava sp. HDW11	428.5	0.3660139029995204
Genero	Protaetiibacter sp. SSC-01	428.5	0.3660139029995204
Genero	Proteus mirabilis	443.5	0.8914443074960265
Genero	Pseudomonas aeruginosa	410.0	0.43391764302183733
Genero	Pseudomonas chlororaphis	456.0	0.6162903113740984
Genero	Pseudomonas fluorescens	437.0	0.6812453220461266
Genero	Pseudomonas libanensis	420.0	0.06614776340524443
Genero	Pseudomonas otitidis	456.0	0.6162903113740984
Genero	Pseudomonas parafulva	456.0	0.6162903113740984
Genero	Pseudomonas plecoglossicida	428.5	0.3660139029995204
Genero	Pseudomonas psychrotolerans	464.0	0.46085164456655414
Genero	Pseudomonas putida	437.0	0.7820405646565508
Genero	Pseudomonas sp. KU43P	456.0	0.6162903113740984
Genero	Pseudomonas sp. NC02	420.0	0.06614776340524443
Genero	Pseudomonas stutzeri	401.0	0.3318936721201192
Genero	Pseudonocardia autotrophica	456.0	0.6162903113740984
Genero	Pseudonocardia dioxanivorans	416.0	0.3329796446349702
Genero	Pseudonocardia sp. AL041005-10	436.0	0.6527935185222653
Genero	Pseudonocardia sp. CGMCC 4.1532	420.0	0.06614776340524443
Genero	Qipengyuania sediminis	420.0	0.06614776340524443
Genero	Ralstonia insidiosa	370.5	0.008609583529885985
Genero	Ramlibacter tataouinensis	388.5	0.09548271938133716
Genero	Rhizobacter gummiphilus	393.0	0.15100195395166022
Genero	Rhizorhabdus dicambivorans	399.0	0.20128134924627195
Genero	Rhodoferax koreense	428.5	0.3660139029995204
Genero	Rhodopseudomonas palustris	395.0	0.3901897593819339
Genero	Rickettsiella sp. 5-186-2	456.0	0.6162903113740984
Genero	Roseateles depolymerans	427.0	0.6956747501914171
Genero	Roseiflexus sp. RS-1	456.0	0.6162903113740984
Genero	Roseomonas gilardii	428.5	0.3660139029995204
Genero	Roseomonas mucosa	456.0	0.6162903113740984
Genero	Roseomonas sp. I12B-00351	456.0	0.6162903113740984
Genero	Rothia dentocariosa	420.0	0.06614776340524443
Genero	Rothia nasimurium	456.0	0.6162903113740984
Genero	Rubritepida sp. MDT2-1-1	420.0	0.06614776340524443
Genero	Rubrivivax gelatinosus	400.0	0.32160089632793454
Genero	Sandaracinus amylolyticus	464.0	0.46085164456655414
Genero	Schlegelella thermodepolymerans	387.5	0.08999647435748502
Genero	Serinicoccus marinus	456.0	0.6162903113740984
Genero	Solimonas sp. K1W22B-7	427.5	0.34132919701420184
Genero	Sorangium cellulosum	417.0	0.3485552398139059
Genero	Sphaerotilus natans	401.5	0.2534818291982186
Genero	Sphingobium amiense	439.0	0.8742896064996348
Genero	Sphingobium baderi	406.5	0.3087682891585175
Genero	Sphingobium chlorophenolicum	409.0	0.1889842540692973
Genero	Sphingobium cloacae	468.0	0.7379749750941382
Genero	Sphingobium hydrophobicum	526.0	0.26179427879243844
Genero	Sphingobium indicum	464.0	0.46085164456655414
Genero	Sphingobium japonicum	399.0	0.20128134924627195
Genero	Sphingobium sp. CAP-1	404.5	0.28576452749797354
Genero	Sphingobium sp. RAC03	373.5	0.011575686506434308
Genero	Sphingobium sp. SYK-6	416.0	0.3329796446349702
Genero	Sphingobium sp. TKS	448.0	1.0
Genero	Sphingobium sp. YBL2	462.0	0.7967179969250909
Genero	Sphingobium yanoikuyae	532.0	0.2384041770661216
Genero	Sphingomonas alpina	403.5	0.27470836378027175
Genero	Sphingomonas gellani	420.0	0.06614776340524443
Genero	Sphingomonas ginsengisoli An et al. 2013	472.0	0.35792310619179646
Genero	Sphingomonas hengshuiensis	437.0	0.6812453220461266
Genero	Sphingomonas leidyi	480.0	0.2824842704941125
Genero	Sphingomonas melonis	543.0	0.17817394833630829
Genero	Sphingomonas panacis	435.0	0.7418850261446759
Genero	Sphingomonas paucimobilis	532.5	0.21799820297822836
Genero	Sphingomonas sanxanigenens	390.5	0.10725701225111724
Genero	Sphingomonas sp. AAP5	408.0	0.17775196277244132
Genero	Sphingomonas sp. AP4-R1	435.5	0.8022767060391605
Genero	Sphingomonas sp. C8-2	381.0	0.040970426138823374
Genero	Sphingomonas sp. CC-E-3	420.0	0.06614776340524443
Genero	Sphingomonas sp. CL5.1	401.0	0.06889627415254658
Genero	Sphingomonas sp. Cra20	420.0	0.06614776340524443
Genero	Sphingomonas sp. FARSPH	407.0	0.16702442068200574
Genero	Sphingomonas sp. HDW15B	464.0	0.46085164456655414
Genero	Sphingomonas sp. IC081	382.0	0.14006716475177444
Genero	Sphingomonas sp. LK11	428.5	0.3660139029995204
Genero	Sphingomonas sp. LM7	415.0	0.3178606351277835
Genero	Sphingomonas sp. MK52	428.5	0.3660139029995204
Genero	Sphingomonas sp. MM-1	425.0	0.524919097683396
Genero	Sphingomonas sp. NBWT7	428.5	0.3660139029995204
Genero	Sphingomonas sp. NIC1	464.0	0.46085164456655414
Genero	Sphingomonas sp. SL21	477.5	0.4715777351580426
Genero	Sphingomonas wittichii	394.0	0.15864225408799115
Genero	Sphingopyxis granuli	409.0	0.3640818293742011
Genero	Sphingopyxis macrogoltabida	435.0	0.6248380141748174
Genero	Spirosoma sp. CJU-R4	420.0	0.06614776340524443
Genero	Staphylococcus argenteus	456.0	0.6162903113740984
Genero	Staphylococcus aureus	442.5	0.9397026660162517
Genero	Staphylococcus auricularis	456.0	0.6162903113740984
Genero	Staphylococcus capitis	420.0	0.06614776340524443
Genero	Staphylococcus epidermidis	357.5	0.19749145285123715
Genero	Staphylococcus haemolyticus	456.0	0.6162903113740984
Genero	Staphylococcus hominis	428.5	0.3660139029995204
Genero	Staphylococcus lugdunensis	456.0	0.6162903113740984
Genero	Staphylococcus pettenkoferi	456.0	0.6162903113740984
Genero	Staphylococcus warneri	464.0	0.46085164456655414
Genero	Stenotrophomonas maltophilia	428.0	0.5816266136907258
Genero	Stenotrophomonas rhizophila	456.0	0.6162903113740984
Genero	Streptococcus anginosus	456.0	0.6162903113740984
Genero	Streptococcus constellatus	420.0	0.06614776340524443
Genero	Streptococcus gordonii	428.5	0.3660139029995204
Genero	Streptococcus gwangjuense	456.0	0.6162903113740984
Genero	Streptococcus intermedius	456.0	0.6162903113740984
Genero	Streptococcus milleri	420.0	0.06614776340524443
Genero	Streptococcus mitis	452.0	0.9143368299524375
Genero	Streptococcus oralis	472.0	0.35792310619179646
Genero	Streptococcus pneumoniae	408.0	0.17775196277244132
Genero	Streptococcus pseudopneumoniae	456.0	0.6162903113740984
Genero	Streptococcus salivarius	456.0	0.6162903113740984
Genero	Streptococcus sp. 116-D4	464.0	0.46085164456655414
Genero	Streptococcus sp. oral taxon 431	456.0	0.6162903113740984
Genero	Streptococcus thermophilus	456.0	0.6162903113740984
Genero	Streptomyces sp. ICC1	392.0	0.008277654695677804
Genero	Streptomyces sp. ICC4	456.0	0.6162903113740984
Genero	Tannerella forsythia	456.0	0.6162903113740984
Genero	Tardibacter chloracetimidivorans	428.5	0.3660139029995204
Genero	Thauera sp. K11	385.5	0.07978581339578762
Genero	Thermoleptolyngbya sp. PKUAC-SCTA183	464.0	0.46085164456655414
Genero	Thiomonas intermedia	371.5	0.009512601996404838
Genero	Treponema sp. OMZ 804	456.0	0.6162903113740984
Genero	Treponema sp. OMZ 838	456.0	0.6162903113740984
Genero	Truepera radiovictrix	444.5	0.9184727947080485
Genero	Tsukamurella paurometabola	420.0	0.06614776340524443
Genero	Variovorax sp. HW608	379.0	0.03526540055074441
Genero	Variovorax sp. PMC12	372.5	0.01049914569387892
Genero	Variovorax sp. SRS16	456.0	0.6162903113740984
Genero	Veillonella parvula	456.0	0.6162903113740984
Genero	Xanthomonas campestris	428.5	0.3660139029995204
Genero	[Haemophilus] ducreyi	456.0	0.6162903113740984
Genero	[Ruminococcus] gnavus	392.0	0.008277654695677804
Genero	uncultured Chroococcidiopsis sp.	451.0	0.9387542635648358
Genero	uncultured Hymenobacter sp.	456.0	0.6162903113740984
Genero	uncultured Prevotella sp.	456.0	0.6162903113740984
Genero	uncultured Tolypothrix sp.	456.0	0.6162903113740984
Genero	Albugo laibachii	456.0	0.6162903113740984
Genero	Aleurobotrys botryosus	456.0	0.6162903113740984
Genero	Alternaria alternata	428.5	0.3660139029995204
Genero	Amanita phalloides	456.0	0.6162903113740984
Genero	Amycosphaerella africana	456.0	0.6162903113740984
Genero	Amylostereum laevigatum	437.0	0.6812453220461266
Genero	Annulohypoxylon stygium	456.0	0.6162903113740984
Genero	Antarctomyces pellizariae	420.0	0.06614776340524443
Genero	Anthracocystis panici-leucophaei	456.0	0.6162903113740984
Genero	Antrodiella romellii	427.5	0.34132919701420184
Genero	Arrhenia retirugis	456.0	0.6162903113740984
Genero	Arthrocladium fulminans	464.0	0.46085164456655414
Genero	Articulospora atra	420.0	0.06614776340524443
Genero	Articulospora tetracladia	464.0	0.46085164456655414
Genero	Aspergillus felis	456.0	0.6162903113740984
Genero	Aspergillus flavus	464.0	0.46085164456655414
Genero	Aspergillus fumigatus	456.0	0.6162903113740984
Genero	Aspergillus glaucus	456.0	0.6162903113740984
Genero	Aspergillus penicillioides	464.0	0.46085164456655414
Genero	Asterostroma andinum	456.0	0.6162903113740984
Genero	Athelia rolfsii	420.0	0.06614776340524443
Genero	Aureobasidium pullulans	456.0	0.6162903113740984
Genero	Auricularia cornea	442.5	0.8645413732797241
Genero	Austropuccinia psidii	456.0	0.6162903113740984
Genero	Bahusakala longispora	456.0	0.6162903113740984
Genero	Bankera fuligineoalba	456.0	0.6162903113740984
Genero	Beauveria bassiana	456.0	0.6162903113740984
Genero	Bipolaris sorokiniana	464.0	0.46085164456655414
Genero	Blumeria graminis	464.0	0.46085164456655414
Genero	Botryobasidium sp. 1 KWH-2019	456.0	0.6162903113740984
Genero	Botryobasidium subcoronatum	456.0	0.6162903113740984
Genero	Botrytis cinerea	456.0	0.6162903113740984
Genero	Bradymyces sp. LS-2015b	456.0	0.6162903113740984
Genero	Bullera alba	420.0	0.06614776340524443
Genero	Bullera penniseticola	456.0	0.6162903113740984
Genero	Bulleribasidium foliicola	428.5	0.3660139029995204
Genero	Bulleribasidium sp.	420.0	0.06614776340524443
Genero	Byssochlamys spectabilis	464.0	0.46085164456655414
Genero	Capnobotryella renispora	464.0	0.46085164456655414
Genero	Ceratiomyxa fruticulosa	456.0	0.6162903113740984
Genero	Cercospora beticola	420.0	0.06614776340524443
Genero	Chaetospermum artocarpi	456.0	0.6162903113740984
Genero	Chrysoporthe sp. MAF-2017a	443.5	0.8914443074960265
Genero	Cladosporium cladosporioides	451.0	0.9387542635648358
Genero	Cladosporium herbarum	428.5	0.3660139029995204
Genero	Cladosporium langeronii	456.0	0.6162903113740984
Genero	Cladosporium perangustum	456.0	0.6162903113740984
Genero	Cladosporium sp.	444.5	0.9184727947080485
